State_ID,State_Name,GeoLocation,P_ID,D_ID,Weather_ID
605670,Georgia,"(32.839681093, -83.627580346)",5770,155670,305670
605671,Hawaii,"(21.304850435, -157.857749403)",5771,155671,305671
605672,Georgia,"(32.839681093, -83.627580346)",5772,155672,305672
605673,Oregon,"(44.567449424, -120.155031326)",5773,155673,305673
605674,Arkansas,"(34.748650124, -92.274490743)",5774,155674,305674
605675,Virginia,"(37.542680674, -78.457890463)",5775,155675,305675
605676,Georgia,"(32.839681093, -83.627580346)",5776,155676,305676
605677,Arkansas,"(34.748650124, -92.274490743)",5777,155677,305677
605678,New Hampshire,"(43.655950113, -71.50036092)",5778,155678,305678
605679,Minnesota,"(46.355648736, -94.794200503)",5779,155679,305679
605680,Indiana,"(39.766910452, -86.149960194)",5780,155680,305680
605681,Oregon,"(44.567449424, -120.155031326)",5781,155681,305681
605682,New Mexico,"(34.520880952, -106.240580985)",5782,155682,305682
605683,Idaho,"(43.682630005, -114.363730042)",5783,155683,305683
605684,Alabama,"(32.840571122, -86.631860762)",5784,155684,305684
605685,Alabama,"(32.840571122, -86.631860762)",5785,155685,305685
605686,Alabama,"(32.840571122, -86.631860762)",5786,155686,305686
605687,Maryland,"(39.290580964, -76.609260111)",5787,155687,305687
605688,Idaho,"(43.682630005, -114.363730042)",5788,155688,305688
605689,Kentucky,"(37.645970271, -84.774971048)",5789,155689,305689
605690,New Mexico,"(34.520880952, -106.240580985)",5790,155690,305690
605691,Kansas,"(38.3477403, -98.200781227)",5791,155691,305691
605692,Minnesota,"(46.355648736, -94.794200503)",5792,155692,305692
605693,Maine,"(45.254228894001, -68.985031336)",5793,155693,305693
605694,New Mexico,"(34.520880952, -106.240580985)",5794,155694,305694
605695,District of Columbia,"(38.890371385, -77.031961127)",5795,155695,305695
605696,Nevada,"(39.49324039, -117.071840564)",5796,155696,305696
605697,Wyoming,"(43.235541343, -108.109830353)",5797,155697,305697
605698,Arkansas,"(34.748650124, -92.274490743)",5798,155698,305698
605699,Ohio,"(40.060210141, -82.404260056)",5799,155699,305699
605700,Vermont,"(43.625381239, -72.517640791)",5800,155700,305700
605701,Colorado,"(38.843840757, -106.133610921)",5801,155701,305701
605702,Wyoming,"(43.235541343, -108.109830353)",5802,155702,305702
605703,Missouri,"(38.635790776, -92.566300053)",5803,155703,305703
605704,South Dakota,"(44.353130053, -100.373530637)",5804,155704,305704
605705,California,"(37.638640123, -120.999999538)",5805,155705,305705
605706,Delaware,"(39.008830667, -75.577741168)",5806,155706,305706
605707,Florida,"(28.932040377, -81.928960539)",5807,155707,305707
605708,Georgia,"(32.839681093, -83.627580346)",5808,155708,305708
605709,New York,"(42.827001032, -75.543970427)",5809,155709,305709
605710,Utah,"(39.360700171, -111.587130635)",5810,155710,305710
605711,Wyoming,"(43.235541343, -108.109830353)",5811,155711,305711
605712,Oklahoma,"(35.472031356, -97.521070214)",5812,155712,305712
605713,South Dakota,"(44.353130053, -100.373530637)",5813,155713,305713
605714,Minnesota,"(46.355648736, -94.794200503)",5814,155714,305714
605715,South Dakota,"(44.353130053, -100.373530637)",5815,155715,305715
605716,Arkansas,"(34.748650124, -92.274490743)",5816,155716,305716
605717,New Hampshire,"(43.655950113, -71.50036092)",5817,155717,305717
605718,Washington,"(47.522278629, -120.47001079)",5818,155718,305718
605719,Illinois,"(40.485010283, -88.997710178)",5819,155719,305719
605720,Nebraska,"(41.641040988001, -99.365720623)",5820,155720,305720
605721,South Carolina,"(33.998821303, -81.045371207)",5821,155721,305721
605722,Louisiana,"(31.312660644, -92.445680071)",5822,155722,305722
605723,West Virginia,"(38.665510202, -80.712640135)",5823,155723,305723
605724,District of Columbia,"(38.890371385, -77.031961127)",5824,155724,305724
605725,Louisiana,"(31.312660644, -92.445680071)",5825,155725,305725
605726,Mississippi,"(32.745510099, -89.538030825)",5826,155726,305726
605727,Idaho,"(43.682630005, -114.363730042)",5827,155727,305727
605728,Idaho,"(43.682630005, -114.363730042)",5828,155728,305728
605729,Delaware,"(39.008830667, -75.577741168)",5829,155729,305729
605730,Oregon,"(44.567449424, -120.155031326)",5830,155730,305730
605731,Illinois,"(40.485010283, -88.997710178)",5831,155731,305731
605732,Idaho,"(43.682630005, -114.363730042)",5832,155732,305732
605733,North Carolina,"(35.466220975, -79.159250463)",5833,155733,305733
605734,Minnesota,"(46.355648736, -94.794200503)",5834,155734,305734
605735,Connecticut,"(41.56266102, -72.649840952)",5835,155735,305735
605736,Arkansas,"(34.748650124, -92.274490743)",5836,155736,305736
605737,Tennessee,"(35.68094058, -85.774490914)",5837,155737,305737
605738,Delaware,"(39.008830667, -75.577741168)",5838,155738,305738
605739,Rhode Island,"(41.708280193, -71.522470314)",5839,155739,305739
605740,Idaho,"(43.682630005, -114.363730042)",5840,155740,305740
605741,Wyoming,"(43.235541343, -108.109830353)",5841,155741,305741
605742,Maryland,"(39.290580964, -76.609260111)",5842,155742,305742
605743,South Carolina,"(33.998821303, -81.045371207)",5843,155743,305743
605744,Connecticut,"(41.56266102, -72.649840952)",5844,155744,305744
605745,Kansas,"(38.3477403, -98.200781227)",5845,155745,305745
605746,New Jersey,"(40.130570048, -74.273691288)",5846,155746,305746
605747,Florida,"(28.932040377, -81.928960539)",5847,155747,305747
605748,Texas,"(31.827240407, -99.426770206)",5848,155748,305748
605749,Kansas,"(38.3477403, -98.200781227)",5849,155749,305749
605750,West Virginia,"(38.665510202, -80.712640135)",5850,155750,305750
605751,Oklahoma,"(35.472031356, -97.521070214)",5851,155751,305751
605752,Rhode Island,"(41.708280193, -71.522470314)",5852,155752,305752
605753,Maryland,"(39.290580964, -76.609260111)",5853,155753,305753
605754,New York,"(42.827001032, -75.543970427)",5854,155754,305754
605755,Maine,"(45.254228894001, -68.985031336)",5855,155755,305755
605756,California,"(37.638640123, -120.999999538)",5856,155756,305756
605757,Mississippi,"(32.745510099, -89.538030825)",5857,155757,305757
605758,Wyoming,"(43.235541343, -108.109830353)",5858,155758,305758
605759,Alabama,"(32.840571122, -86.631860762)",5859,155759,305759
605760,South Dakota,"(44.353130053, -100.373530637)",5860,155760,305760
605761,Oregon,"(44.567449424, -120.155031326)",5861,155761,305761
605762,Nebraska,"(41.641040988001, -99.365720623)",5862,155762,305762
605763,California,"(37.638640123, -120.999999538)",5863,155763,305763
605764,Pennsylvania,"(40.793730152, -77.860700294)",5864,155764,305764
605765,Alaska,"(64.845079957001, -147.722059036)",5865,155765,305765
605766,Arizona,"(34.86597028, -111.763811277)",5866,155766,305766
605767,Nebraska,"(41.641040988001, -99.365720623)",5867,155767,305767
605768,Utah,"(39.360700171, -111.587130635)",5868,155768,305768
605769,Michigan,"(44.661319543001, -84.71439027)",5869,155769,305769
605770,Connecticut,"(41.56266102, -72.649840952)",5870,155770,305770
605771,Iowa,"(42.469400913, -93.816490556)",5871,155771,305771
605772,Washington,"(47.522278629, -120.47001079)",5872,155772,305772
605773,Texas,"(31.827240407, -99.426770206)",5873,155773,305773
605774,Ohio,"(40.060210141, -82.404260056)",5874,155774,305774
605775,New Hampshire,"(43.655950113, -71.50036092)",5875,155775,305775
605776,Minnesota,"(46.355648736, -94.794200503)",5876,155776,305776
605777,Kansas,"(38.3477403, -98.200781227)",5877,155777,305777
605778,Rhode Island,"(41.708280193, -71.522470314)",5878,155778,305778
605779,Minnesota,"(46.355648736, -94.794200503)",5879,155779,305779
605780,District of Columbia,"(38.890371385, -77.031961127)",5880,155780,305780
605781,North Dakota,"(47.475319779, -100.118421049)",5881,155781,305781
605782,Idaho,"(43.682630005, -114.363730042)",5882,155782,305782
605783,Maine,"(45.254228894001, -68.985031336)",5883,155783,305783
605784,Oregon,"(44.567449424, -120.155031326)",5884,155784,305784
605785,New Jersey,"(40.130570048, -74.273691288)",5885,155785,305785
605786,Mississippi,"(32.745510099, -89.538030825)",5886,155786,305786
605787,Pennsylvania,"(40.793730152, -77.860700294)",5887,155787,305787
605788,New Jersey,"(40.130570048, -74.273691288)",5888,155788,305788
605789,Minnesota,"(46.355648736, -94.794200503)",5889,155789,305789
605790,New Hampshire,"(43.655950113, -71.50036092)",5890,155790,305790
605791,Washington,"(47.522278629, -120.47001079)",5891,155791,305791
605792,New Mexico,"(34.520880952, -106.240580985)",5892,155792,305792
605793,Indiana,"(39.766910452, -86.149960194)",5893,155793,305793
605794,Rhode Island,"(41.708280193, -71.522470314)",5894,155794,305794
605795,Ohio,"(40.060210141, -82.404260056)",5895,155795,305795
605796,Idaho,"(43.682630005, -114.363730042)",5896,155796,305796
605797,Kansas,"(38.3477403, -98.200781227)",5897,155797,305797
605798,Iowa,"(42.469400913, -93.816490556)",5898,155798,305798
605799,Hawaii,"(21.304850435, -157.857749403)",5899,155799,305799
605800,Connecticut,"(41.56266102, -72.649840952)",5900,155800,305800
605801,Alaska,"(64.845079957001, -147.722059036)",5901,155801,305801
605802,Idaho,"(43.682630005, -114.363730042)",5902,155802,305802
605803,Mississippi,"(32.745510099, -89.538030825)",5903,155803,305803
605804,Indiana,"(39.766910452, -86.149960194)",5904,155804,305804
605805,Idaho,"(43.682630005, -114.363730042)",5905,155805,305805
605806,South Dakota,"(44.353130053, -100.373530637)",5906,155806,305806
605807,Utah,"(39.360700171, -111.587130635)",5907,155807,305807
605808,Maine,"(45.254228894001, -68.985031336)",5908,155808,305808
605809,Montana,"(47.066528972, -109.424420645)",5909,155809,305809
605810,South Carolina,"(33.998821303, -81.045371207)",5910,155810,305810
605811,Georgia,"(32.839681093, -83.627580346)",5911,155811,305811
605812,Hawaii,"(21.304850435, -157.857749403)",5912,155812,305812
605813,Massachusetts,"(42.27687047, -72.082690675)",5913,155813,305813
605814,Maryland,"(39.290580964, -76.609260111)",5914,155814,305814
605815,Massachusetts,"(42.27687047, -72.082690675)",5915,155815,305815
605816,Arkansas,"(34.748650124, -92.274490743)",5916,155816,305816
605817,Connecticut,"(41.56266102, -72.649840952)",5917,155817,305817
605818,Kentucky,"(37.645970271, -84.774971048)",5918,155818,305818
605819,New Hampshire,"(43.655950113, -71.50036092)",5919,155819,305819
605820,Michigan,"(44.661319543001, -84.71439027)",5920,155820,305820
605821,Nebraska,"(41.641040988001, -99.365720623)",5921,155821,305821
605822,Connecticut,"(41.56266102, -72.649840952)",5922,155822,305822
605823,Connecticut,"(41.56266102, -72.649840952)",5923,155823,305823
605824,Colorado,"(38.843840757, -106.133610921)",5924,155824,305824
605825,South Carolina,"(33.998821303, -81.045371207)",5925,155825,305825
605826,Colorado,"(38.843840757, -106.133610921)",5926,155826,305826
605827,Louisiana,"(31.312660644, -92.445680071)",5927,155827,305827
605828,South Dakota,"(44.353130053, -100.373530637)",5928,155828,305828
605829,Virginia,"(37.542680674, -78.457890463)",5929,155829,305829
605830,Vermont,"(43.625381239, -72.517640791)",5930,155830,305830
605831,Delaware,"(39.008830667, -75.577741168)",5931,155831,305831
605832,Oklahoma,"(35.472031356, -97.521070214)",5932,155832,305832
605833,Indiana,"(39.766910452, -86.149960194)",5933,155833,305833
605834,Oklahoma,"(35.472031356, -97.521070214)",5934,155834,305834
605835,Texas,"(31.827240407, -99.426770206)",5935,155835,305835
605836,Virginia,"(37.542680674, -78.457890463)",5936,155836,305836
605837,California,"(37.638640123, -120.999999538)",5937,155837,305837
605838,Massachusetts,"(42.27687047, -72.082690675)",5938,155838,305838
605839,Indiana,"(39.766910452, -86.149960194)",5939,155839,305839
605840,Montana,"(47.066528972, -109.424420645)",5940,155840,305840
605841,Connecticut,"(41.56266102, -72.649840952)",5941,155841,305841
605842,South Carolina,"(33.998821303, -81.045371207)",5942,155842,305842
605843,Oregon,"(44.567449424, -120.155031326)",5943,155843,305843
605844,Pennsylvania,"(40.793730152, -77.860700294)",5944,155844,305844
605845,Florida,"(28.932040377, -81.928960539)",5945,155845,305845
605846,Nevada,"(39.49324039, -117.071840564)",5946,155846,305846
605847,Florida,"(28.932040377, -81.928960539)",5947,155847,305847
605848,Alaska,"(64.845079957001, -147.722059036)",5948,155848,305848
605849,Hawaii,"(21.304850435, -157.857749403)",5949,155849,305849
605850,New Jersey,"(40.130570048, -74.273691288)",5950,155850,305850
605851,Michigan,"(44.661319543001, -84.71439027)",5951,155851,305851
605852,New Hampshire,"(43.655950113, -71.50036092)",5952,155852,305852
605853,Oklahoma,"(35.472031356, -97.521070214)",5953,155853,305853
605854,Alabama,"(32.840571122, -86.631860762)",5954,155854,305854
605855,Wyoming,"(43.235541343, -108.109830353)",5955,155855,305855
605856,South Dakota,"(44.353130053, -100.373530637)",5956,155856,305856
605857,Delaware,"(39.008830667, -75.577741168)",5957,155857,305857
605858,Indiana,"(39.766910452, -86.149960194)",5958,155858,305858
605859,Indiana,"(39.766910452, -86.149960194)",5959,155859,305859
605860,South Dakota,"(44.353130053, -100.373530637)",5960,155860,305860
605861,Delaware,"(39.008830667, -75.577741168)",5961,155861,305861
605862,Kentucky,"(37.645970271, -84.774971048)",5962,155862,305862
605863,Montana,"(47.066528972, -109.424420645)",5963,155863,305863
605864,Ohio,"(40.060210141, -82.404260056)",5964,155864,305864
605865,New Jersey,"(40.130570048, -74.273691288)",5965,155865,305865
605866,Ohio,"(40.060210141, -82.404260056)",5966,155866,305866
605867,Pennsylvania,"(40.793730152, -77.860700294)",5967,155867,305867
605868,Kansas,"(38.3477403, -98.200781227)",5968,155868,305868
605869,Montana,"(47.066528972, -109.424420645)",5969,155869,305869
605870,Massachusetts,"(42.27687047, -72.082690675)",5970,155870,305870
605871,North Carolina,"(35.466220975, -79.159250463)",5971,155871,305871
605872,Kentucky,"(37.645970271, -84.774971048)",5972,155872,305872
605873,South Carolina,"(33.998821303, -81.045371207)",5973,155873,305873
605874,Vermont,"(43.625381239, -72.517640791)",5974,155874,305874
605875,Wisconsin,"(44.393191174, -89.816370742)",5975,155875,305875
605876,South Carolina,"(33.998821303, -81.045371207)",5976,155876,305876
605877,New Mexico,"(34.520880952, -106.240580985)",5977,155877,305877
605878,New Jersey,"(40.130570048, -74.273691288)",5978,155878,305878
605879,Utah,"(39.360700171, -111.587130635)",5979,155879,305879
605880,Texas,"(31.827240407, -99.426770206)",5980,155880,305880
605881,Maine,"(45.254228894001, -68.985031336)",5981,155881,305881
605882,Michigan,"(44.661319543001, -84.71439027)",5982,155882,305882
605883,Georgia,"(32.839681093, -83.627580346)",5983,155883,305883
605884,Wyoming,"(43.235541343, -108.109830353)",5984,155884,305884
605885,District of Columbia,"(38.890371385, -77.031961127)",5985,155885,305885
605886,North Dakota,"(47.475319779, -100.118421049)",5986,155886,305886
605887,South Dakota,"(44.353130053, -100.373530637)",5987,155887,305887
605888,Arkansas,"(34.748650124, -92.274490743)",5988,155888,305888
605889,North Carolina,"(35.466220975, -79.159250463)",5989,155889,305889
605890,Oregon,"(44.567449424, -120.155031326)",5990,155890,305890
605891,Hawaii,"(21.304850435, -157.857749403)",5991,155891,305891
605892,Nebraska,"(41.641040988001, -99.365720623)",5992,155892,305892
605893,Alabama,"(32.840571122, -86.631860762)",5993,155893,305893
605894,Rhode Island,"(41.708280193, -71.522470314)",5994,155894,305894
605895,Washington,"(47.522278629, -120.47001079)",5995,155895,305895
605896,Wyoming,"(43.235541343, -108.109830353)",5996,155896,305896
605897,Illinois,"(40.485010283, -88.997710178)",5997,155897,305897
605898,Oklahoma,"(35.472031356, -97.521070214)",5998,155898,305898
605899,Nebraska,"(41.641040988001, -99.365720623)",5999,155899,305899
605900,Montana,"(47.066528972, -109.424420645)",6000,155900,305900
605901,Utah,"(39.360700171, -111.587130635)",6001,155901,305901
605902,Florida,"(28.932040377, -81.928960539)",6002,155902,305902
605903,North Carolina,"(35.466220975, -79.159250463)",6003,155903,305903
605904,Pennsylvania,"(40.793730152, -77.860700294)",6004,155904,305904
605905,Montana,"(47.066528972, -109.424420645)",6005,155905,305905
605906,Utah,"(39.360700171, -111.587130635)",6006,155906,305906
605907,Idaho,"(43.682630005, -114.363730042)",6007,155907,305907
605908,Texas,"(31.827240407, -99.426770206)",6008,155908,305908
605909,District of Columbia,"(38.890371385, -77.031961127)",6009,155909,305909
605910,West Virginia,"(38.665510202, -80.712640135)",6010,155910,305910
605911,Alaska,"(64.845079957001, -147.722059036)",6011,155911,305911
605912,Oklahoma,"(35.472031356, -97.521070214)",6012,155912,305912
605913,Mississippi,"(32.745510099, -89.538030825)",6013,155913,305913
605914,South Carolina,"(33.998821303, -81.045371207)",6014,155914,305914
605915,Kentucky,"(37.645970271, -84.774971048)",6015,155915,305915
605916,Colorado,"(38.843840757, -106.133610921)",6016,155916,305916
605917,South Dakota,"(44.353130053, -100.373530637)",6017,155917,305917
605918,North Carolina,"(35.466220975, -79.159250463)",6018,155918,305918
605919,Indiana,"(39.766910452, -86.149960194)",6019,155919,305919
605920,Pennsylvania,"(40.793730152, -77.860700294)",6020,155920,305920
605921,Alabama,"(32.840571122, -86.631860762)",6021,155921,305921
605922,Nevada,"(39.49324039, -117.071840564)",6022,155922,305922
605923,Illinois,"(40.485010283, -88.997710178)",6023,155923,305923
605924,Oklahoma,"(35.472031356, -97.521070214)",6024,155924,305924
605925,Massachusetts,"(42.27687047, -72.082690675)",6025,155925,305925
605926,Georgia,"(32.839681093, -83.627580346)",6026,155926,305926
605927,Alabama,"(32.840571122, -86.631860762)",6027,155927,305927
605928,Mississippi,"(32.745510099, -89.538030825)",6028,155928,305928
605929,North Carolina,"(35.466220975, -79.159250463)",6029,155929,305929
605930,Rhode Island,"(41.708280193, -71.522470314)",6030,155930,305930
605931,Iowa,"(42.469400913, -93.816490556)",6031,155931,305931
605932,Utah,"(39.360700171, -111.587130635)",6032,155932,305932
605933,Minnesota,"(46.355648736, -94.794200503)",6033,155933,305933
605934,North Carolina,"(35.466220975, -79.159250463)",6034,155934,305934
605935,Michigan,"(44.661319543001, -84.71439027)",6035,155935,305935
605936,Missouri,"(38.635790776, -92.566300053)",6036,155936,305936
605937,Connecticut,"(41.56266102, -72.649840952)",6037,155937,305937
605938,Iowa,"(42.469400913, -93.816490556)",6038,155938,305938
605939,Minnesota,"(46.355648736, -94.794200503)",6039,155939,305939
605940,Virginia,"(37.542680674, -78.457890463)",6040,155940,305940
605941,Pennsylvania,"(40.793730152, -77.860700294)",6041,155941,305941
605942,Colorado,"(38.843840757, -106.133610921)",6042,155942,305942
605943,Virginia,"(37.542680674, -78.457890463)",6043,155943,305943
605944,Arkansas,"(34.748650124, -92.274490743)",6044,155944,305944
605945,California,"(37.638640123, -120.999999538)",6045,155945,305945
605946,Idaho,"(43.682630005, -114.363730042)",6046,155946,305946
605947,Rhode Island,"(41.708280193, -71.522470314)",6047,155947,305947
605948,Arizona,"(34.86597028, -111.763811277)",6048,155948,305948
605949,Alaska,"(64.845079957001, -147.722059036)",6049,155949,305949
605950,Oregon,"(44.567449424, -120.155031326)",6050,155950,305950
605951,Massachusetts,"(42.27687047, -72.082690675)",6051,155951,305951
605952,Arizona,"(34.86597028, -111.763811277)",6052,155952,305952
605953,Kansas,"(38.3477403, -98.200781227)",6053,155953,305953
605954,Texas,"(31.827240407, -99.426770206)",6054,155954,305954
605955,Utah,"(39.360700171, -111.587130635)",6055,155955,305955
605956,Arkansas,"(34.748650124, -92.274490743)",6056,155956,305956
605957,Texas,"(31.827240407, -99.426770206)",6057,155957,305957
605958,Indiana,"(39.766910452, -86.149960194)",6058,155958,305958
605959,Tennessee,"(35.68094058, -85.774490914)",6059,155959,305959
605960,District of Columbia,"(38.890371385, -77.031961127)",6060,155960,305960
605961,Arizona,"(34.86597028, -111.763811277)",6061,155961,305961
605962,Louisiana,"(31.312660644, -92.445680071)",6062,155962,305962
605963,Alabama,"(32.840571122, -86.631860762)",6063,155963,305963
605964,Delaware,"(39.008830667, -75.577741168)",6064,155964,305964
605965,Texas,"(31.827240407, -99.426770206)",6065,155965,305965
605966,Oregon,"(44.567449424, -120.155031326)",6066,155966,305966
605967,New Mexico,"(34.520880952, -106.240580985)",6067,155967,305967
605968,Iowa,"(42.469400913, -93.816490556)",6068,155968,305968
605969,New Hampshire,"(43.655950113, -71.50036092)",6069,155969,305969
605970,Alabama,"(32.840571122, -86.631860762)",6070,155970,305970
605971,Louisiana,"(31.312660644, -92.445680071)",6071,155971,305971
605972,Hawaii,"(21.304850435, -157.857749403)",6072,155972,305972
605973,Colorado,"(38.843840757, -106.133610921)",6073,155973,305973
605974,Hawaii,"(21.304850435, -157.857749403)",6074,155974,305974
605975,Rhode Island,"(41.708280193, -71.522470314)",6075,155975,305975
605976,Arizona,"(34.86597028, -111.763811277)",6076,155976,305976
605977,Washington,"(47.522278629, -120.47001079)",6077,155977,305977
605978,Rhode Island,"(41.708280193, -71.522470314)",6078,155978,305978
605979,Arkansas,"(34.748650124, -92.274490743)",6079,155979,305979
605980,Idaho,"(43.682630005, -114.363730042)",6080,155980,305980
605981,New Mexico,"(34.520880952, -106.240580985)",6081,155981,305981
605982,South Carolina,"(33.998821303, -81.045371207)",6082,155982,305982
605983,Montana,"(47.066528972, -109.424420645)",6083,155983,305983
605984,Colorado,"(38.843840757, -106.133610921)",6084,155984,305984
605985,West Virginia,"(38.665510202, -80.712640135)",6085,155985,305985
605986,North Dakota,"(47.475319779, -100.118421049)",6086,155986,305986
605987,Wyoming,"(43.235541343, -108.109830353)",6087,155987,305987
605988,South Dakota,"(44.353130053, -100.373530637)",6088,155988,305988
605989,Kansas,"(38.3477403, -98.200781227)",6089,155989,305989
605990,Ohio,"(40.060210141, -82.404260056)",6090,155990,305990
605991,Illinois,"(40.485010283, -88.997710178)",6091,155991,305991
605992,South Carolina,"(33.998821303, -81.045371207)",6092,155992,305992
605993,Connecticut,"(41.56266102, -72.649840952)",6093,155993,305993
605994,Connecticut,"(41.56266102, -72.649840952)",6094,155994,305994
605995,Vermont,"(43.625381239, -72.517640791)",6095,155995,305995
605996,Maryland,"(39.290580964, -76.609260111)",6096,155996,305996
605997,Maine,"(45.254228894001, -68.985031336)",6097,155997,305997
605998,Pennsylvania,"(40.793730152, -77.860700294)",6098,155998,305998
605999,Massachusetts,"(42.27687047, -72.082690675)",6099,155999,305999
606000,Louisiana,"(31.312660644, -92.445680071)",6100,156000,306000
606001,Washington,"(47.522278629, -120.47001079)",6101,156001,306001
606002,Colorado,"(38.843840757, -106.133610921)",6102,156002,306002
606003,Massachusetts,"(42.27687047, -72.082690675)",6103,156003,306003
606004,New York,"(42.827001032, -75.543970427)",6104,156004,306004
606005,Michigan,"(44.661319543001, -84.71439027)",6105,156005,306005
606006,Missouri,"(38.635790776, -92.566300053)",6106,156006,306006
606007,Arizona,"(34.86597028, -111.763811277)",6107,156007,306007
606008,Louisiana,"(31.312660644, -92.445680071)",6108,156008,306008
606009,Missouri,"(38.635790776, -92.566300053)",6109,156009,306009
606010,Indiana,"(39.766910452, -86.149960194)",6110,156010,306010
606011,Nevada,"(39.49324039, -117.071840564)",6111,156011,306011
606012,Indiana,"(39.766910452, -86.149960194)",6112,156012,306012
606013,Alaska,"(64.845079957001, -147.722059036)",6113,156013,306013
606014,Connecticut,"(41.56266102, -72.649840952)",6114,156014,306014
606015,Mississippi,"(32.745510099, -89.538030825)",6115,156015,306015
606016,District of Columbia,"(38.890371385, -77.031961127)",6116,156016,306016
606017,Oregon,"(44.567449424, -120.155031326)",6117,156017,306017
606018,South Dakota,"(44.353130053, -100.373530637)",6118,156018,306018
606019,Arkansas,"(34.748650124, -92.274490743)",6119,156019,306019
606020,New Jersey,"(40.130570048, -74.273691288)",6120,156020,306020
606021,California,"(37.638640123, -120.999999538)",6121,156021,306021
606022,Wisconsin,"(44.393191174, -89.816370742)",6122,156022,306022
606023,Minnesota,"(46.355648736, -94.794200503)",6123,156023,306023
606024,Wyoming,"(43.235541343, -108.109830353)",6124,156024,306024
606025,Connecticut,"(41.56266102, -72.649840952)",6125,156025,306025
606026,Maryland,"(39.290580964, -76.609260111)",6126,156026,306026
606027,Washington,"(47.522278629, -120.47001079)",6127,156027,306027
606028,Utah,"(39.360700171, -111.587130635)",6128,156028,306028
606029,Utah,"(39.360700171, -111.587130635)",6129,156029,306029
606030,Alaska,"(64.845079957001, -147.722059036)",6130,156030,306030
606031,Oregon,"(44.567449424, -120.155031326)",6131,156031,306031
606032,Montana,"(47.066528972, -109.424420645)",6132,156032,306032
606033,Nevada,"(39.49324039, -117.071840564)",6133,156033,306033
606034,South Dakota,"(44.353130053, -100.373530637)",6134,156034,306034
606035,New Mexico,"(34.520880952, -106.240580985)",6135,156035,306035
606036,Kentucky,"(37.645970271, -84.774971048)",6136,156036,306036
606037,Minnesota,"(46.355648736, -94.794200503)",6137,156037,306037
606038,Kentucky,"(37.645970271, -84.774971048)",6138,156038,306038
606039,New Mexico,"(34.520880952, -106.240580985)",6139,156039,306039
606040,Maine,"(45.254228894001, -68.985031336)",6140,156040,306040
606041,North Carolina,"(35.466220975, -79.159250463)",6141,156041,306041
606042,New Mexico,"(34.520880952, -106.240580985)",6142,156042,306042
606043,Washington,"(47.522278629, -120.47001079)",6143,156043,306043
606044,Virginia,"(37.542680674, -78.457890463)",6144,156044,306044
606045,Tennessee,"(35.68094058, -85.774490914)",6145,156045,306045
606046,Kansas,"(38.3477403, -98.200781227)",6146,156046,306046
606047,Tennessee,"(35.68094058, -85.774490914)",6147,156047,306047
606048,Utah,"(39.360700171, -111.587130635)",6148,156048,306048
606049,Wisconsin,"(44.393191174, -89.816370742)",6149,156049,306049
606050,Pennsylvania,"(40.793730152, -77.860700294)",6150,156050,306050
606051,Oregon,"(44.567449424, -120.155031326)",6151,156051,306051
606052,Montana,"(47.066528972, -109.424420645)",6152,156052,306052
606053,Arizona,"(34.86597028, -111.763811277)",6153,156053,306053
606054,Vermont,"(43.625381239, -72.517640791)",6154,156054,306054
606055,North Carolina,"(35.466220975, -79.159250463)",6155,156055,306055
606056,New Jersey,"(40.130570048, -74.273691288)",6156,156056,306056
606057,Louisiana,"(31.312660644, -92.445680071)",6157,156057,306057
606058,Oklahoma,"(35.472031356, -97.521070214)",6158,156058,306058
606059,Montana,"(47.066528972, -109.424420645)",6159,156059,306059
606060,Wisconsin,"(44.393191174, -89.816370742)",6160,156060,306060
606061,Wisconsin,"(44.393191174, -89.816370742)",6161,156061,306061
606062,Louisiana,"(31.312660644, -92.445680071)",6162,156062,306062
606063,Arkansas,"(34.748650124, -92.274490743)",6163,156063,306063
606064,Massachusetts,"(42.27687047, -72.082690675)",6164,156064,306064
606065,Illinois,"(40.485010283, -88.997710178)",6165,156065,306065
606066,Nevada,"(39.49324039, -117.071840564)",6166,156066,306066
606067,Texas,"(31.827240407, -99.426770206)",6167,156067,306067
606068,Louisiana,"(31.312660644, -92.445680071)",6168,156068,306068
606069,Arizona,"(34.86597028, -111.763811277)",6169,156069,306069
606070,Maine,"(45.254228894001, -68.985031336)",6170,156070,306070
606071,Connecticut,"(41.56266102, -72.649840952)",6171,156071,306071
606072,Georgia,"(32.839681093, -83.627580346)",6172,156072,306072
606073,New Jersey,"(40.130570048, -74.273691288)",6173,156073,306073
606074,South Dakota,"(44.353130053, -100.373530637)",6174,156074,306074
606075,South Carolina,"(33.998821303, -81.045371207)",6175,156075,306075
606076,Maine,"(45.254228894001, -68.985031336)",6176,156076,306076
606077,Arkansas,"(34.748650124, -92.274490743)",6177,156077,306077
606078,Pennsylvania,"(40.793730152, -77.860700294)",6178,156078,306078
606079,Maine,"(45.254228894001, -68.985031336)",6179,156079,306079
606080,Florida,"(28.932040377, -81.928960539)",6180,156080,306080
606081,District of Columbia,"(38.890371385, -77.031961127)",6181,156081,306081
606082,North Carolina,"(35.466220975, -79.159250463)",6182,156082,306082
606083,Tennessee,"(35.68094058, -85.774490914)",6183,156083,306083
606084,District of Columbia,"(38.890371385, -77.031961127)",6184,156084,306084
606085,Oklahoma,"(35.472031356, -97.521070214)",6185,156085,306085
