Survey_ID,Response_ID,Response_Year,Response_Month,Class
505436,405436,2015,9,Physical Activity
505437,405437,2014,8,Obesity / Weight Status
505438,405438,2011,2,Physical Activity
505439,405439,2013,8,Physical Activity
505440,405440,2013,7,Physical Activity
505441,405441,2015,6,Physical Activity
505442,405442,2013,9,Physical Activity
505443,405443,2015,6,Physical Activity
505444,405444,2012,5,Physical Activity
505445,405445,2013,2,Physical Activity
505446,405446,2012,12,Obesity / Weight Status
505447,405447,2014,2,Obesity / Weight Status
505448,405448,2013,9,Physical Activity
505449,405449,2011,7,Physical Activity
505450,405450,2014,2,Obesity / Weight Status
505451,405451,2012,5,Obesity / Weight Status
505452,405452,2013,3,Obesity / Weight Status
505453,405453,2011,12,Obesity / Weight Status
505454,405454,2015,11,Physical Activity
505455,405455,2014,10,Obesity / Weight Status
505456,405456,2014,11,Obesity / Weight Status
505457,405457,2013,9,Physical Activity
505458,405458,2011,8,Physical Activity
505459,405459,2013,4,Physical Activity
505460,405460,2013,8,Physical Activity
505461,405461,2011,8,Obesity / Weight Status
505462,405462,2013,9,Obesity / Weight Status
505463,405463,2015,6,Obesity / Weight Status
505464,405464,2012,11,Obesity / Weight Status
505465,405465,2014,9,Obesity / Weight Status
505466,405466,2012,3,Obesity / Weight Status
505467,405467,2015,2,Physical Activity
505468,405468,2011,11,Obesity / Weight Status
505469,405469,2015,4,Physical Activity
505470,405470,2011,1,Physical Activity
505471,405471,2014,6,Obesity / Weight Status
505472,405472,2011,11,Obesity / Weight Status
505473,405473,2015,7,Physical Activity
505474,405474,2014,3,Physical Activity
505475,405475,2015,7,Physical Activity
505476,405476,2013,6,Physical Activity
505477,405477,2015,3,Obesity / Weight Status
505478,405478,2015,9,Physical Activity
505479,405479,2011,8,Physical Activity
505480,405480,2011,11,Obesity / Weight Status
505481,405481,2014,12,Physical Activity
505482,405482,2012,11,Obesity / Weight Status
505483,405483,2015,9,Physical Activity
505484,405484,2013,6,Physical Activity
505485,405485,2012,12,Physical Activity
505486,405486,2013,5,Physical Activity
505487,405487,2012,10,Obesity / Weight Status
505488,405488,2011,4,Physical Activity
505489,405489,2012,7,Obesity / Weight Status
505490,405490,2013,11,Physical Activity
505491,405491,2015,11,Obesity / Weight Status
505492,405492,2013,7,Physical Activity
505493,405493,2011,7,Physical Activity
505494,405494,2013,12,Obesity / Weight Status
505495,405495,2013,4,Obesity / Weight Status
505496,405496,2013,12,Physical Activity
505497,405497,2015,4,Physical Activity
505498,405498,2011,5,Physical Activity
505499,405499,2011,7,Physical Activity
505500,405500,2013,8,Obesity / Weight Status
505501,405501,2011,3,Physical Activity
505502,405502,2011,12,Obesity / Weight Status
505503,405503,2014,10,Physical Activity
505504,405504,2012,7,Obesity / Weight Status
505505,405505,2015,3,Physical Activity
505506,405506,2012,7,Obesity / Weight Status
505507,405507,2014,7,Obesity / Weight Status
505508,405508,2012,11,Obesity / Weight Status
505509,405509,2015,1,Physical Activity
505510,405510,2013,3,Physical Activity
505511,405511,2013,12,Physical Activity
505512,405512,2011,11,Physical Activity
505513,405513,2011,5,Physical Activity
505514,405514,2014,9,Obesity / Weight Status
505515,405515,2012,12,Obesity / Weight Status
505516,405516,2014,1,Obesity / Weight Status
505517,405517,2012,2,Physical Activity
505518,405518,2013,5,Obesity / Weight Status
505519,405519,2015,4,Obesity / Weight Status
505520,405520,2015,9,Physical Activity
505521,405521,2014,5,Obesity / Weight Status
505522,405522,2011,8,Physical Activity
505523,405523,2013,1,Obesity / Weight Status
505524,405524,2012,2,Obesity / Weight Status
505525,405525,2015,11,Physical Activity
505526,405526,2011,11,Obesity / Weight Status
505527,405527,2011,7,Physical Activity
505528,405528,2014,5,Obesity / Weight Status
505529,405529,2013,8,Physical Activity
505530,405530,2012,11,Obesity / Weight Status
505531,405531,2014,8,Obesity / Weight Status
505532,405532,2011,9,Physical Activity
505533,405533,2013,5,Physical Activity
505534,405534,2015,3,Physical Activity
505535,405535,2011,4,Physical Activity
505536,405536,2013,12,Physical Activity
505537,405537,2012,6,Obesity / Weight Status
505538,405538,2011,4,Physical Activity
505539,405539,2015,10,Obesity / Weight Status
505540,405540,2011,5,Physical Activity
505541,405541,2013,3,Physical Activity
505542,405542,2014,3,Obesity / Weight Status
505543,405543,2014,8,Obesity / Weight Status
505544,405544,2014,8,Physical Activity
505545,405545,2013,2,Physical Activity
505546,405546,2013,8,Obesity / Weight Status
505547,405547,2015,2,Obesity / Weight Status
505548,405548,2015,6,Physical Activity
505549,405549,2015,3,Physical Activity
505550,405550,2012,10,Obesity / Weight Status
505551,405551,2012,1,Obesity / Weight Status
505552,405552,2012,12,Obesity / Weight Status
505553,405553,2011,4,Physical Activity
505554,405554,2013,12,Physical Activity
505555,405555,2011,12,Physical Activity
505556,405556,2014,3,Physical Activity
505557,405557,2012,12,Obesity / Weight Status
505558,405558,2013,8,Physical Activity
505559,405559,2011,6,Obesity / Weight Status
505560,405560,2013,10,Physical Activity
505561,405561,2013,3,Physical Activity
505562,405562,2013,4,Obesity / Weight Status
505563,405563,2013,9,Physical Activity
505564,405564,2011,7,Physical Activity
505565,405565,2015,10,Physical Activity
505566,405566,2015,1,Physical Activity
505567,405567,2011,10,Physical Activity
505568,405568,2013,2,Physical Activity
505569,405569,2015,9,Obesity / Weight Status
505570,405570,2013,2,Physical Activity
505571,405571,2011,12,Obesity / Weight Status
505572,405572,2011,1,Physical Activity
505573,405573,2015,2,Physical Activity
505574,405574,2015,9,Physical Activity
505575,405575,2011,8,Physical Activity
505576,405576,2011,5,Obesity / Weight Status
505577,405577,2015,2,Physical Activity
505578,405578,2015,3,Obesity / Weight Status
505579,405579,2011,4,Physical Activity
505580,405580,2013,8,Physical Activity
505581,405581,2014,3,Obesity / Weight Status
505582,405582,2013,5,Physical Activity
505583,405583,2011,6,Physical Activity
505584,405584,2014,11,Obesity / Weight Status
505585,405585,2015,9,Physical Activity
505586,405586,2011,8,Obesity / Weight Status
505587,405587,2013,6,Physical Activity
505588,405588,2011,8,Physical Activity
505589,405589,2013,5,Obesity / Weight Status
505590,405590,2013,5,Physical Activity
505591,405591,2014,9,Physical Activity
505592,405592,2013,11,Physical Activity
505593,405593,2015,5,Physical Activity
505594,405594,2015,4,Obesity / Weight Status
505595,405595,2013,7,Physical Activity
505596,405596,2012,4,Physical Activity
505597,405597,2013,1,Physical Activity
505598,405598,2014,12,Obesity / Weight Status
505599,405599,2013,5,Physical Activity
505600,405600,2015,3,Physical Activity
505601,405601,2013,9,Physical Activity
505602,405602,2012,5,Physical Activity
505603,405603,2012,4,Physical Activity
505604,405604,2013,3,Physical Activity
505605,405605,2013,7,Obesity / Weight Status
505606,405606,2014,4,Obesity / Weight Status
505607,405607,2013,6,Physical Activity
505608,405608,2013,7,Physical Activity
505609,405609,2015,5,Physical Activity
505610,405610,2015,5,Physical Activity
505611,405611,2013,7,Physical Activity
505612,405612,2013,4,Obesity / Weight Status
505613,405613,2011,4,Physical Activity
505614,405614,2011,5,Physical Activity
505615,405615,2015,7,Physical Activity
505616,405616,2014,6,Obesity / Weight Status
505617,405617,2013,8,Physical Activity
505618,405618,2013,9,Obesity / Weight Status
505619,405619,2012,10,Physical Activity
505620,405620,2013,8,Obesity / Weight Status
505621,405621,2011,9,Physical Activity
505622,405622,2011,6,Physical Activity
505623,405623,2015,7,Physical Activity
505624,405624,2011,5,Obesity / Weight Status
505625,405625,2011,6,Physical Activity
505626,405626,2015,1,Obesity / Weight Status
505627,405627,2011,5,Physical Activity
505628,405628,2011,3,Physical Activity
505629,405629,2012,5,Physical Activity
505630,405630,2014,12,Physical Activity
505631,405631,2013,3,Physical Activity
505632,405632,2013,2,Physical Activity
505633,405633,2013,12,Physical Activity
505634,405634,2013,6,Obesity / Weight Status
505635,405635,2015,6,Physical Activity
505636,405636,2014,9,Obesity / Weight Status
505637,405637,2012,6,Obesity / Weight Status
505638,405638,2011,6,Physical Activity
505639,405639,2013,5,Physical Activity
505640,405640,2011,3,Physical Activity
505641,405641,2011,7,Physical Activity
505642,405642,2014,6,Obesity / Weight Status
505643,405643,2011,6,Obesity / Weight Status
505644,405644,2014,2,Obesity / Weight Status
505645,405645,2014,5,Obesity / Weight Status
505646,405646,2011,12,Obesity / Weight Status
505647,405647,2011,7,Physical Activity
505648,405648,2011,4,Obesity / Weight Status
505649,405649,2012,3,Obesity / Weight Status
505650,405650,2013,9,Physical Activity
505651,405651,2011,8,Physical Activity
505652,405652,2015,10,Physical Activity
505653,405653,2011,3,Physical Activity
505654,405654,2015,10,Obesity / Weight Status
505655,405655,2011,2,Physical Activity
505656,405656,2013,1,Physical Activity
505657,405657,2011,7,Physical Activity
505658,405658,2015,10,Physical Activity
505659,405659,2015,5,Physical Activity
505660,405660,2011,1,Obesity / Weight Status
505661,405661,2011,4,Physical Activity
505662,405662,2011,4,Physical Activity
505663,405663,2015,8,Physical Activity
505664,405664,2011,12,Physical Activity
505665,405665,2011,10,Physical Activity
505666,405666,2015,11,Physical Activity
505667,405667,2013,7,Obesity / Weight Status
505668,405668,2011,1,Obesity / Weight Status
505669,405669,2011,4,Physical Activity
505670,405670,2011,10,Physical Activity
505671,405671,2012,10,Obesity / Weight Status
505672,405672,2011,6,Physical Activity
505673,405673,2015,4,Obesity / Weight Status
505674,405674,2012,6,Obesity / Weight Status
505675,405675,2015,2,Obesity / Weight Status
505676,405676,2011,2,Physical Activity
505677,405677,2011,12,Physical Activity
505678,405678,2015,3,Physical Activity
505679,405679,2014,4,Obesity / Weight Status
505680,405680,2011,3,Physical Activity
505681,405681,2015,10,Physical Activity
505682,405682,2013,5,Physical Activity
505683,405683,2014,8,Obesity / Weight Status
505684,405684,2015,6,Obesity / Weight Status
505685,405685,2013,6,Physical Activity
505686,405686,2011,9,Physical Activity
505687,405687,2013,6,Physical Activity
505688,405688,2015,9,Physical Activity
505689,405689,2011,8,Physical Activity
505690,405690,2014,6,Physical Activity
505691,405691,2014,7,Physical Activity
505692,405692,2011,3,Physical Activity
505693,405693,2011,7,Obesity / Weight Status
505694,405694,2015,1,Physical Activity
505695,405695,2015,10,Physical Activity
505696,405696,2012,1,Physical Activity
505697,405697,2015,9,Physical Activity
505698,405698,2013,6,Physical Activity
505699,405699,2013,8,Physical Activity
505700,405700,2013,2,Physical Activity
505701,405701,2011,8,Obesity / Weight Status
505702,405702,2013,9,Physical Activity
505703,405703,2011,12,Physical Activity
505704,405704,2011,12,Obesity / Weight Status
505705,405705,2011,6,Physical Activity
505706,405706,2011,2,Obesity / Weight Status
505707,405707,2013,5,Physical Activity
505708,405708,2014,3,Obesity / Weight Status
505709,405709,2011,9,Obesity / Weight Status
505710,405710,2011,11,Physical Activity
505711,405711,2015,10,Physical Activity
505712,405712,2013,3,Physical Activity
505713,405713,2013,8,Obesity / Weight Status
505714,405714,2011,8,Physical Activity
505715,405715,2011,8,Physical Activity
505716,405716,2013,2,Physical Activity
505717,405717,2013,9,Obesity / Weight Status
505718,405718,2013,3,Physical Activity
505719,405719,2014,8,Obesity / Weight Status
505720,405720,2015,3,Physical Activity
505721,405721,2012,8,Obesity / Weight Status
505722,405722,2015,5,Physical Activity
505723,405723,2013,9,Physical Activity
505724,405724,2013,1,Physical Activity
505725,405725,2013,2,Physical Activity
505726,405726,2011,7,Physical Activity
505727,405727,2015,4,Physical Activity
505728,405728,2011,3,Physical Activity
505729,405729,2015,8,Physical Activity
505730,405730,2012,9,Physical Activity
505731,405731,2012,5,Obesity / Weight Status
505732,405732,2014,5,Obesity / Weight Status
505733,405733,2012,5,Obesity / Weight Status
505734,405734,2015,3,Obesity / Weight Status
505735,405735,2012,12,Obesity / Weight Status
505736,405736,2013,7,Physical Activity
505737,405737,2013,1,Physical Activity
505738,405738,2012,8,Obesity / Weight Status
505739,405739,2011,9,Physical Activity
505740,405740,2012,4,Physical Activity
505741,405741,2012,10,Physical Activity
505742,405742,2015,3,Physical Activity
505743,405743,2015,7,Physical Activity
505744,405744,2013,8,Physical Activity
505745,405745,2011,1,Physical Activity
505746,405746,2012,10,Physical Activity
505747,405747,2015,6,Physical Activity
505748,405748,2013,12,Physical Activity
505749,405749,2013,6,Obesity / Weight Status
505750,405750,2012,3,Physical Activity
505751,405751,2013,8,Physical Activity
505752,405752,2011,8,Physical Activity
505753,405753,2012,6,Obesity / Weight Status
505754,405754,2014,7,Physical Activity
505755,405755,2011,11,Obesity / Weight Status
505756,405756,2011,3,Physical Activity
505757,405757,2011,8,Obesity / Weight Status
505758,405758,2015,10,Physical Activity
505759,405759,2015,5,Obesity / Weight Status
505760,405760,2012,3,Obesity / Weight Status
505761,405761,2015,6,Physical Activity
505762,405762,2015,11,Physical Activity
505763,405763,2015,6,Physical Activity
505764,405764,2012,8,Obesity / Weight Status
505765,405765,2011,8,Obesity / Weight Status
505766,405766,2015,7,Physical Activity
505767,405767,2011,9,Physical Activity
505768,405768,2015,3,Physical Activity
505769,405769,2012,11,Obesity / Weight Status
505770,405770,2011,9,Obesity / Weight Status
505771,405771,2015,4,Obesity / Weight Status
505772,405772,2013,7,Obesity / Weight Status
505773,405773,2013,10,Physical Activity
505774,405774,2015,5,Physical Activity
505775,405775,2013,12,Obesity / Weight Status
505776,405776,2015,8,Physical Activity
505777,405777,2015,4,Obesity / Weight Status
505778,405778,2011,7,Physical Activity
505779,405779,2011,4,Physical Activity
505780,405780,2011,12,Physical Activity
505781,405781,2015,11,Obesity / Weight Status
505782,405782,2013,5,Obesity / Weight Status
505783,405783,2015,3,Obesity / Weight Status
505784,405784,2015,10,Physical Activity
505785,405785,2012,1,Obesity / Weight Status
505786,405786,2014,10,Physical Activity
505787,405787,2015,6,Physical Activity
505788,405788,2012,3,Obesity / Weight Status
505789,405789,2011,9,Obesity / Weight Status
505790,405790,2011,6,Physical Activity
505791,405791,2013,3,Physical Activity
505792,405792,2011,8,Physical Activity
505793,405793,2013,6,Physical Activity
505794,405794,2015,4,Physical Activity
505795,405795,2014,5,Obesity / Weight Status
505796,405796,2015,10,Physical Activity
505797,405797,2015,3,Obesity / Weight Status
505798,405798,2014,7,Obesity / Weight Status
505799,405799,2015,7,Physical Activity
505800,405800,2013,8,Physical Activity
505801,405801,2015,5,Physical Activity
505802,405802,2014,4,Physical Activity
505803,405803,2013,11,Physical Activity
505804,405804,2011,4,Obesity / Weight Status
505805,405805,2015,10,Physical Activity
505806,405806,2011,2,Physical Activity
505807,405807,2011,12,Physical Activity
505808,405808,2013,8,Obesity / Weight Status
505809,405809,2013,6,Obesity / Weight Status
505810,405810,2014,6,Obesity / Weight Status
505811,405811,2012,11,Obesity / Weight Status
505812,405812,2015,10,Physical Activity
505813,405813,2015,8,Physical Activity
505814,405814,2014,5,Physical Activity
505815,405815,2012,2,Obesity / Weight Status
505816,405816,2011,3,Physical Activity
505817,405817,2012,11,Physical Activity
505818,405818,2014,6,Obesity / Weight Status
505819,405819,2011,4,Physical Activity
505820,405820,2014,8,Obesity / Weight Status
505821,405821,2014,11,Obesity / Weight Status
505822,405822,2015,8,Physical Activity
505823,405823,2013,5,Obesity / Weight Status
505824,405824,2012,12,Obesity / Weight Status
505825,405825,2011,2,Physical Activity
505826,405826,2013,3,Physical Activity
505827,405827,2011,3,Physical Activity
505828,405828,2013,7,Obesity / Weight Status
505829,405829,2013,11,Physical Activity
505830,405830,2011,6,Physical Activity
505831,405831,2013,6,Physical Activity
505832,405832,2015,11,Physical Activity
505833,405833,2011,1,Obesity / Weight Status
505834,405834,2015,4,Physical Activity
505835,405835,2014,5,Obesity / Weight Status
505836,405836,2013,7,Obesity / Weight Status
505837,405837,2011,3,Physical Activity
505838,405838,2015,4,Physical Activity
505839,405839,2012,10,Physical Activity
505840,405840,2015,8,Physical Activity
505841,405841,2011,1,Obesity / Weight Status
505842,405842,2013,12,Physical Activity
505843,405843,2013,7,Physical Activity
505844,405844,2013,6,Physical Activity
505845,405845,2011,8,Obesity / Weight Status
505846,405846,2014,11,Obesity / Weight Status
505847,405847,2011,12,Physical Activity
505848,405848,2011,6,Obesity / Weight Status
505849,405849,2012,10,Obesity / Weight Status
505850,405850,2013,10,Obesity / Weight Status
505851,405851,2015,4,Obesity / Weight Status
505852,405852,2012,3,Obesity / Weight Status
505853,405853,2015,6,Physical Activity
505854,405854,2013,2,Obesity / Weight Status
505855,405855,2015,5,Physical Activity
505856,405856,2011,4,Physical Activity
505857,405857,2015,12,Physical Activity
505858,405858,2014,3,Obesity / Weight Status
505859,405859,2013,5,Physical Activity
505860,405860,2011,11,Obesity / Weight Status
505861,405861,2011,4,Obesity / Weight Status
505862,405862,2011,9,Physical Activity
505863,405863,2013,11,Obesity / Weight Status
505864,405864,2015,5,Obesity / Weight Status
505865,405865,2013,6,Physical Activity
505866,405866,2011,10,Obesity / Weight Status
505867,405867,2013,12,Physical Activity
505868,405868,2015,2,Physical Activity
505869,405869,2014,12,Obesity / Weight Status
505870,405870,2012,6,Obesity / Weight Status
505871,405871,2015,9,Physical Activity
505872,405872,2015,2,Physical Activity
505873,405873,2015,3,Physical Activity
505874,405874,2011,12,Obesity / Weight Status
505875,405875,2011,8,Physical Activity
505876,405876,2015,5,Obesity / Weight Status
505877,405877,2011,8,Obesity / Weight Status
505878,405878,2011,12,Physical Activity
505879,405879,2014,8,Obesity / Weight Status
505880,405880,2015,3,Obesity / Weight Status
505881,405881,2011,7,Obesity / Weight Status
505882,405882,2011,11,Physical Activity
505883,405883,2012,10,Physical Activity
505884,405884,2014,1,Obesity / Weight Status
505885,405885,2013,2,Obesity / Weight Status
505886,405886,2013,2,Obesity / Weight Status
505887,405887,2015,5,Obesity / Weight Status
505888,405888,2015,12,Obesity / Weight Status
505889,405889,2011,12,Obesity / Weight Status
505890,405890,2013,8,Physical Activity
505891,405891,2013,5,Obesity / Weight Status
505892,405892,2013,8,Physical Activity
505893,405893,2014,12,Physical Activity
505894,405894,2013,12,Physical Activity
505895,405895,2012,7,Obesity / Weight Status
505896,405896,2012,10,Obesity / Weight Status
505897,405897,2011,3,Physical Activity
505898,405898,2011,12,Physical Activity
505899,405899,2014,7,Obesity / Weight Status
505900,405900,2014,6,Obesity / Weight Status
505901,405901,2013,2,Physical Activity
505902,405902,2015,7,Physical Activity
505903,405903,2012,1,Obesity / Weight Status
505904,405904,2012,1,Physical Activity
505905,405905,2015,9,Physical Activity
505906,405906,2014,11,Obesity / Weight Status
505907,405907,2012,6,Obesity / Weight Status
505908,405908,2011,5,Physical Activity
505909,405909,2015,10,Physical Activity
505910,405910,2012,5,Obesity / Weight Status
505911,405911,2015,3,Physical Activity
505912,405912,2013,7,Physical Activity
505913,405913,2014,4,Physical Activity
505914,405914,2012,4,Obesity / Weight Status
505915,405915,2012,9,Physical Activity
505916,405916,2012,1,Obesity / Weight Status
505917,405917,2013,6,Physical Activity
505918,405918,2013,1,Obesity / Weight Status
505919,405919,2014,4,Obesity / Weight Status
505920,405920,2014,9,Physical Activity
505921,405921,2014,11,Obesity / Weight Status
505922,405922,2013,1,Physical Activity
505923,405923,2011,8,Physical Activity
505924,405924,2011,7,Obesity / Weight Status
505925,405925,2011,6,Physical Activity
505926,405926,2013,9,Physical Activity
505927,405927,2015,9,Obesity / Weight Status
505928,405928,2011,7,Obesity / Weight Status
505929,405929,2012,10,Obesity / Weight Status
505930,405930,2012,7,Obesity / Weight Status
505931,405931,2014,12,Physical Activity
505932,405932,2011,12,Physical Activity
505933,405933,2013,12,Obesity / Weight Status
505934,405934,2013,3,Physical Activity
505935,405935,2015,6,Physical Activity
505936,405936,2011,11,Physical Activity
505937,405937,2013,12,Physical Activity
505938,405938,2014,12,Obesity / Weight Status
505939,405939,2015,1,Physical Activity
505940,405940,2011,3,Physical Activity
505941,405941,2015,10,Physical Activity
505942,405942,2013,5,Obesity / Weight Status
505943,405943,2014,2,Physical Activity
505944,405944,2013,4,Physical Activity
505945,405945,2011,11,Obesity / Weight Status
505946,405946,2014,4,Obesity / Weight Status
505947,405947,2011,2,Physical Activity
505948,405948,2015,8,Obesity / Weight Status
505949,405949,2015,1,Physical Activity
505950,405950,2011,4,Physical Activity
505951,405951,2011,1,Obesity / Weight Status
505952,405952,2012,12,Obesity / Weight Status
505953,405953,2011,2,Physical Activity
505954,405954,2013,4,Obesity / Weight Status
505955,405955,2013,8,Physical Activity
505956,405956,2013,11,Physical Activity
505957,405957,2011,3,Physical Activity
505958,405958,2012,8,Physical Activity
505959,405959,2012,12,Obesity / Weight Status
505960,405960,2011,10,Obesity / Weight Status
505961,405961,2015,9,Physical Activity
505962,405962,2015,11,Obesity / Weight Status
505963,405963,2015,7,Physical Activity
505964,405964,2011,2,Physical Activity
505965,405965,2011,5,Obesity / Weight Status
505966,405966,2015,7,Physical Activity
505967,405967,2013,5,Physical Activity
505968,405968,2015,5,Physical Activity
505969,405969,2012,12,Physical Activity
505970,405970,2011,6,Physical Activity
505971,405971,2011,11,Physical Activity
505972,405972,2014,1,Physical Activity
505973,405973,2015,11,Physical Activity
505974,405974,2011,3,Physical Activity
505975,405975,2015,12,Obesity / Weight Status
505976,405976,2013,2,Physical Activity
505977,405977,2015,5,Obesity / Weight Status
505978,405978,2011,2,Obesity / Weight Status
505979,405979,2015,8,Physical Activity
505980,405980,2011,9,Obesity / Weight Status
505981,405981,2012,1,Obesity / Weight Status
505982,405982,2011,10,Physical Activity
505983,405983,2013,11,Physical Activity
505984,405984,2015,5,Physical Activity
505985,405985,2013,7,Physical Activity
505986,405986,2013,10,Obesity / Weight Status
505987,405987,2015,2,Obesity / Weight Status
505988,405988,2013,8,Physical Activity
505989,405989,2013,10,Obesity / Weight Status
505990,405990,2015,1,Obesity / Weight Status
505991,405991,2011,7,Physical Activity
505992,405992,2011,8,Physical Activity
505993,405993,2013,6,Obesity / Weight Status
505994,405994,2012,12,Obesity / Weight Status
505995,405995,2015,3,Physical Activity
505996,405996,2013,12,Obesity / Weight Status
505997,405997,2011,5,Physical Activity
505998,405998,2014,12,Obesity / Weight Status
505999,405999,2014,4,Obesity / Weight Status
506000,406000,2012,12,Obesity / Weight Status
506001,406001,2013,7,Physical Activity
506002,406002,2011,10,Obesity / Weight Status
506003,406003,2015,10,Physical Activity
506004,406004,2013,12,Physical Activity
506005,406005,2011,1,Obesity / Weight Status
506006,406006,2015,5,Obesity / Weight Status
506007,406007,2011,8,Physical Activity
506008,406008,2015,10,Physical Activity
506009,406009,2011,9,Physical Activity
506010,406010,2013,10,Obesity / Weight Status
506011,406011,2015,3,Physical Activity
506012,406012,2011,11,Obesity / Weight Status
506013,406013,2013,11,Physical Activity
506014,406014,2015,11,Physical Activity
506015,406015,2012,7,Obesity / Weight Status
506016,406016,2015,10,Physical Activity
506017,406017,2013,2,Physical Activity
506018,406018,2015,6,Obesity / Weight Status
506019,406019,2014,9,Physical Activity
506020,406020,2013,3,Obesity / Weight Status
506021,406021,2015,1,Obesity / Weight Status
506022,406022,2012,7,Obesity / Weight Status
506023,406023,2015,2,Obesity / Weight Status
506024,406024,2013,2,Obesity / Weight Status
506025,406025,2015,5,Obesity / Weight Status
506026,406026,2013,10,Obesity / Weight Status
506027,406027,2011,8,Physical Activity
506028,406028,2011,6,Physical Activity
506029,406029,2011,12,Physical Activity
506030,406030,2011,12,Obesity / Weight Status
506031,406031,2015,4,Physical Activity
506032,406032,2015,10,Physical Activity
506033,406033,2013,12,Physical Activity
506034,406034,2015,2,Physical Activity
506035,406035,2013,7,Physical Activity
506036,406036,2015,10,Physical Activity
506037,406037,2011,7,Physical Activity
506038,406038,2012,9,Obesity / Weight Status
506039,406039,2013,2,Physical Activity
506040,406040,2015,11,Obesity / Weight Status
506041,406041,2013,2,Physical Activity
506042,406042,2012,9,Physical Activity
506043,406043,2013,12,Physical Activity
506044,406044,2011,6,Obesity / Weight Status
506045,406045,2012,5,Obesity / Weight Status
506046,406046,2014,9,Physical Activity
506047,406047,2015,2,Physical Activity
506048,406048,2013,6,Obesity / Weight Status
506049,406049,2014,8,Physical Activity
506050,406050,2011,5,Obesity / Weight Status
506051,406051,2011,6,Physical Activity
506052,406052,2011,11,Physical Activity
506053,406053,2011,1,Obesity / Weight Status
506054,406054,2015,2,Obesity / Weight Status
506055,406055,2015,4,Physical Activity
506056,406056,2011,4,Physical Activity
506057,406057,2011,5,Obesity / Weight Status
506058,406058,2012,7,Obesity / Weight Status
506059,406059,2011,8,Physical Activity
506060,406060,2012,2,Physical Activity
506061,406061,2013,6,Physical Activity
506062,406062,2011,3,Physical Activity
506063,406063,2015,12,Physical Activity
506064,406064,2014,7,Obesity / Weight Status
506065,406065,2013,2,Obesity / Weight Status
506066,406066,2014,4,Physical Activity
506067,406067,2015,10,Physical Activity
506068,406068,2015,8,Physical Activity
506069,406069,2013,9,Physical Activity
506070,406070,2015,6,Physical Activity
506071,406071,2011,4,Obesity / Weight Status
506072,406072,2013,8,Obesity / Weight Status
506073,406073,2015,12,Physical Activity
506074,406074,2014,2,Physical Activity
506075,406075,2013,7,Physical Activity
506076,406076,2012,11,Physical Activity
506077,406077,2011,11,Physical Activity
506078,406078,2013,7,Physical Activity
506079,406079,2011,10,Physical Activity
506080,406080,2015,8,Physical Activity
506081,406081,2013,2,Physical Activity
506082,406082,2014,6,Obesity / Weight Status
506083,406083,2012,7,Physical Activity
506084,406084,2014,6,Physical Activity
506085,406085,2013,3,Physical Activity
506086,406086,2011,7,Physical Activity
506087,406087,2013,9,Obesity / Weight Status
506088,406088,2013,12,Obesity / Weight Status
506089,406089,2015,12,Physical Activity
506090,406090,2013,9,Physical Activity
506091,406091,2011,7,Physical Activity
506092,406092,2014,12,Physical Activity
506093,406093,2013,5,Obesity / Weight Status
506094,406094,2015,7,Physical Activity
506095,406095,2012,9,Obesity / Weight Status
506096,406096,2011,1,Obesity / Weight Status
506097,406097,2011,7,Physical Activity
506098,406098,2011,11,Obesity / Weight Status
506099,406099,2013,12,Physical Activity
506100,406100,2013,2,Physical Activity
506101,406101,2013,8,Obesity / Weight Status
506102,406102,2013,9,Physical Activity
506103,406103,2015,10,Physical Activity
506104,406104,2013,1,Physical Activity
506105,406105,2012,1,Obesity / Weight Status
506106,406106,2013,2,Obesity / Weight Status
506107,406107,2012,10,Physical Activity
506108,406108,2013,9,Physical Activity
506109,406109,2014,11,Physical Activity
506110,406110,2015,11,Physical Activity
506111,406111,2015,9,Physical Activity
506112,406112,2012,4,Obesity / Weight Status
506113,406113,2011,1,Physical Activity
506114,406114,2011,2,Physical Activity
506115,406115,2012,11,Physical Activity
506116,406116,2013,2,Physical Activity
506117,406117,2012,10,Obesity / Weight Status
506118,406118,2012,3,Obesity / Weight Status
506119,406119,2014,2,Physical Activity
506120,406120,2012,8,Obesity / Weight Status
506121,406121,2011,12,Physical Activity
506122,406122,2014,8,Obesity / Weight Status
506123,406123,2013,5,Physical Activity
506124,406124,2012,12,Obesity / Weight Status
506125,406125,2013,6,Physical Activity
506126,406126,2015,5,Physical Activity
506127,406127,2013,5,Obesity / Weight Status
506128,406128,2015,1,Obesity / Weight Status
506129,406129,2011,5,Physical Activity
506130,406130,2013,2,Physical Activity
506131,406131,2012,8,Physical Activity
506132,406132,2012,7,Physical Activity
506133,406133,2012,4,Physical Activity
506134,406134,2015,6,Obesity / Weight Status
506135,406135,2015,3,Physical Activity
506136,406136,2015,5,Obesity / Weight Status
506137,406137,2013,6,Obesity / Weight Status
506138,406138,2015,7,Physical Activity
506139,406139,2015,4,Physical Activity
506140,406140,2015,3,Physical Activity
506141,406141,2015,7,Obesity / Weight Status
506142,406142,2012,3,Physical Activity
506143,406143,2014,9,Obesity / Weight Status
506144,406144,2013,12,Physical Activity
506145,406145,2014,12,Obesity / Weight Status
506146,406146,2013,7,Physical Activity
506147,406147,2013,4,Physical Activity
506148,406148,2014,5,Obesity / Weight Status
506149,406149,2013,6,Obesity / Weight Status
