Activity_ID,P_ID,Duration,Activity_Type,Frequency
52946,3046,Upto 450,Everything,7
52947,3047,Upto 450,Everything,7
52948,3048,Upto 80,Running,2
52949,3049,Upto 80,Running,2
52950,3050,Upto 300,HIT,6
52951,3051,Upto 275,Cross Fit / Calisthenics,5
52952,3052,Upto 450,Everything,7
52953,3053,Upto 175,Power Lifter,3
52954,3054,Upto 175,Power Lifter,3
52955,3055,Upto 300,HIT,6
52956,3056,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
52957,3057,Upto 45,Cardio,1
52958,3058,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52959,3059,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
52960,3060,Upto 300,HIT,6
52961,3061,Upto 80,Running,2
52962,3062,Upto 215,Muscle Training,4
52963,3063,Upto 45,Cardio,1
52964,3064,Upto 275,Cross Fit / Calisthenics,5
52965,3065,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52966,3066,Upto 215,Muscle Training,4
52967,3067,Upto 80,Running,2
52968,3068,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52969,3069,Upto 300,HIT,6
52970,3070,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
52971,3071,Upto 45,Cardio,1
52972,3072,Upto 300,HIT,6
52973,3073,Upto 175,Power Lifter,3
52974,3074,Upto 275,Cross Fit / Calisthenics,5
52975,3075,Upto 275,Cross Fit / Calisthenics,5
52976,3076,Upto 450,Everything,7
52977,3077,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52978,3078,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52979,3079,Upto 300,HIT,6
52980,3080,Upto 45,Cardio,1
52981,3081,Upto 175,Power Lifter,3
52982,3082,Upto 300,HIT,6
52983,3083,Upto 275,Cross Fit / Calisthenics,5
52984,3084,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52985,3085,Upto 80,Running,2
52986,3086,Upto 175,Power Lifter,3
52987,3087,Upto 215,Muscle Training,4
52988,3088,Upto 45,Cardio,1
52989,3089,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52990,3090,Upto 450,Everything,7
52991,3091,Upto 215,Muscle Training,4
52992,3092,Upto 215,Muscle Training,4
52993,3093,Upto 215,Muscle Training,4
52994,3094,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52995,3095,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
52996,3096,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
52997,3097,Upto 45,Cardio,1
52998,3098,Upto 215,Muscle Training,4
52999,3099,Upto 175,Power Lifter,3
53000,3100,Upto 215,Muscle Training,4
53001,3101,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53002,3102,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53003,3103,Upto 175,Power Lifter,3
53004,3104,Upto 275,Cross Fit / Calisthenics,5
53005,3105,Upto 275,Cross Fit / Calisthenics,5
53006,3106,Upto 450,Everything,7
53007,3107,Upto 300,HIT,6
53008,3108,Upto 175,Power Lifter,3
53009,3109,Upto 80,Running,2
53010,3110,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53011,3111,Upto 175,Power Lifter,3
53012,3112,Upto 45,Cardio,1
53013,3113,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53014,3114,Upto 175,Power Lifter,3
53015,3115,Upto 175,Power Lifter,3
53016,3116,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53017,3117,Upto 45,Cardio,1
53018,3118,Upto 300,HIT,6
53019,3119,Upto 450,Everything,7
53020,3120,Upto 215,Muscle Training,4
53021,3121,Upto 275,Cross Fit / Calisthenics,5
53022,3122,Upto 45,Cardio,1
53023,3123,Upto 450,Everything,7
53024,3124,Upto 175,Power Lifter,3
53025,3125,Upto 80,Running,2
53026,3126,Upto 300,HIT,6
53027,3127,Upto 300,HIT,6
53028,3128,Upto 215,Muscle Training,4
53029,3129,Upto 45,Cardio,1
53030,3130,Upto 450,Everything,7
53031,3131,Upto 300,HIT,6
53032,3132,Upto 300,HIT,6
53033,3133,Upto 45,Cardio,1
53034,3134,Upto 450,Everything,7
53035,3135,Upto 300,HIT,6
53036,3136,Upto 215,Muscle Training,4
53037,3137,Upto 175,Power Lifter,3
53038,3138,Upto 450,Everything,7
53039,3139,Upto 175,Power Lifter,3
53040,3140,Upto 215,Muscle Training,4
53041,3141,Upto 80,Running,2
53042,3142,Upto 215,Muscle Training,4
53043,3143,Upto 275,Cross Fit / Calisthenics,5
53044,3144,Upto 300,HIT,6
53045,3145,Upto 80,Running,2
53046,3146,Upto 45,Cardio,1
53047,3147,Upto 45,Cardio,1
53048,3148,Upto 45,Cardio,1
53049,3149,Upto 450,Everything,7
53050,3150,Upto 275,Cross Fit / Calisthenics,5
53051,3151,Upto 450,Everything,7
53052,3152,Upto 275,Cross Fit / Calisthenics,5
53053,3153,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53054,3154,Upto 215,Muscle Training,4
53055,3155,Upto 450,Everything,7
53056,3156,Upto 300,HIT,6
53057,3157,Upto 450,Everything,7
53058,3158,Upto 80,Running,2
53059,3159,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53060,3160,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53061,3161,Upto 45,Cardio,1
53062,3162,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53063,3163,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53064,3164,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53065,3165,Upto 45,Cardio,1
53066,3166,Upto 175,Power Lifter,3
53067,3167,Upto 275,Cross Fit / Calisthenics,5
53068,3168,Upto 215,Muscle Training,4
53069,3169,Upto 215,Muscle Training,4
53070,3170,Upto 215,Muscle Training,4
53071,3171,Upto 80,Running,2
53072,3172,Upto 275,Cross Fit / Calisthenics,5
53073,3173,Upto 175,Power Lifter,3
53074,3174,Upto 275,Cross Fit / Calisthenics,5
53075,3175,Upto 450,Everything,7
53076,3176,Upto 215,Muscle Training,4
53077,3177,Upto 275,Cross Fit / Calisthenics,5
53078,3178,Upto 300,HIT,6
53079,3179,Upto 300,HIT,6
53080,3180,Upto 275,Cross Fit / Calisthenics,5
53081,3181,Upto 80,Running,2
53082,3182,Upto 215,Muscle Training,4
53083,3183,Upto 215,Muscle Training,4
53084,3184,Upto 275,Cross Fit / Calisthenics,5
53085,3185,Upto 175,Power Lifter,3
53086,3186,Upto 215,Muscle Training,4
53087,3187,Upto 215,Muscle Training,4
53088,3188,Upto 45,Cardio,1
53089,3189,Upto 275,Cross Fit / Calisthenics,5
53090,3190,Upto 300,HIT,6
53091,3191,Upto 80,Running,2
53092,3192,Upto 300,HIT,6
53093,3193,Upto 450,Everything,7
53094,3194,Upto 300,HIT,6
53095,3195,Upto 215,Muscle Training,4
53096,3196,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53097,3197,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53098,3198,Upto 300,HIT,6
53099,3199,Upto 450,Everything,7
53100,3200,Upto 80,Running,2
53101,3201,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53102,3202,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53103,3203,Upto 300,HIT,6
53104,3204,Upto 45,Cardio,1
53105,3205,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53106,3206,Upto 80,Running,2
53107,3207,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53108,3208,Upto 275,Cross Fit / Calisthenics,5
53109,3209,Upto 215,Muscle Training,4
53110,3210,Upto 450,Everything,7
53111,3211,Upto 450,Everything,7
53112,3212,Upto 275,Cross Fit / Calisthenics,5
53113,3213,Upto 175,Power Lifter,3
53114,3214,Upto 300,HIT,6
53115,3215,Upto 450,Everything,7
53116,3216,Upto 275,Cross Fit / Calisthenics,5
53117,3217,Upto 80,Running,2
53118,3218,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53119,3219,Upto 450,Everything,7
53120,3220,Upto 80,Running,2
53121,3221,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53122,3222,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53123,3223,Upto 275,Cross Fit / Calisthenics,5
53124,3224,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53125,3225,Upto 80,Running,2
53126,3226,Upto 175,Power Lifter,3
53127,3227,Upto 175,Power Lifter,3
53128,3228,Upto 300,HIT,6
53129,3229,Upto 275,Cross Fit / Calisthenics,5
53130,3230,Upto 80,Running,2
53131,3231,Upto 175,Power Lifter,3
53132,3232,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53133,3233,Upto 215,Muscle Training,4
53134,3234,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53135,3235,Upto 80,Running,2
53136,3236,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53137,3237,Upto 300,HIT,6
53138,3238,Upto 45,Cardio,1
53139,3239,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53140,3240,Upto 450,Everything,7
53141,3241,Upto 450,Everything,7
53142,3242,Upto 300,HIT,6
53143,3243,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53144,3244,Upto 45,Cardio,1
53145,3245,Upto 45,Cardio,1
53146,3246,Upto 175,Power Lifter,3
53147,3247,Upto 450,Everything,7
53148,3248,Upto 175,Power Lifter,3
53149,3249,Upto 45,Cardio,1
53150,3250,Upto 45,Cardio,1
53151,3251,Upto 275,Cross Fit / Calisthenics,5
53152,3252,Upto 175,Power Lifter,3
53153,3253,Upto 275,Cross Fit / Calisthenics,5
53154,3254,Upto 275,Cross Fit / Calisthenics,5
53155,3255,Upto 80,Running,2
53156,3256,Upto 215,Muscle Training,4
53157,3257,Upto 80,Running,2
53158,3258,Upto 175,Power Lifter,3
53159,3259,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53160,3260,Upto 80,Running,2
53161,3261,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53162,3262,Upto 450,Everything,7
53163,3263,Upto 300,HIT,6
53164,3264,Upto 45,Cardio,1
53165,3265,Upto 275,Cross Fit / Calisthenics,5
53166,3266,Upto 215,Muscle Training,4
53167,3267,Upto 215,Muscle Training,4
53168,3268,Upto 275,Cross Fit / Calisthenics,5
53169,3269,Upto 300,HIT,6
53170,3270,Upto 450,Everything,7
53171,3271,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53172,3272,Upto 275,Cross Fit / Calisthenics,5
53173,3273,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53174,3274,Upto 175,Power Lifter,3
53175,3275,Upto 300,HIT,6
53176,3276,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53177,3277,Upto 300,HIT,6
53178,3278,Upto 300,HIT,6
53179,3279,Upto 175,Power Lifter,3
53180,3280,Upto 300,HIT,6
53181,3281,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53182,3282,Upto 275,Cross Fit / Calisthenics,5
53183,3283,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53184,3284,Upto 215,Muscle Training,4
53185,3285,Upto 300,HIT,6
53186,3286,Upto 80,Running,2
53187,3287,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53188,3288,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53189,3289,Upto 80,Running,2
53190,3290,Upto 45,Cardio,1
53191,3291,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53192,3292,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53193,3293,Upto 275,Cross Fit / Calisthenics,5
53194,3294,Upto 275,Cross Fit / Calisthenics,5
53195,3295,Upto 275,Cross Fit / Calisthenics,5
53196,3296,Upto 450,Everything,7
53197,3297,Upto 275,Cross Fit / Calisthenics,5
53198,3298,Upto 215,Muscle Training,4
53199,3299,Upto 275,Cross Fit / Calisthenics,5
53200,3300,Upto 275,Cross Fit / Calisthenics,5
53201,3301,Upto 45,Cardio,1
53202,3302,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53203,3303,Upto 300,HIT,6
53204,3304,Upto 175,Power Lifter,3
53205,3305,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53206,3306,Upto 450,Everything,7
53207,3307,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53208,3308,Upto 215,Muscle Training,4
53209,3309,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53210,3310,Upto 275,Cross Fit / Calisthenics,5
53211,3311,Upto 275,Cross Fit / Calisthenics,5
53212,3312,Upto 45,Cardio,1
53213,3313,Upto 80,Running,2
53214,3314,Upto 215,Muscle Training,4
53215,3315,Upto 175,Power Lifter,3
53216,3316,Upto 80,Running,2
53217,3317,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53218,3318,Upto 450,Everything,7
53219,3319,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53220,3320,Upto 175,Power Lifter,3
53221,3321,Upto 45,Cardio,1
53222,3322,Upto 215,Muscle Training,4
53223,3323,Upto 215,Muscle Training,4
53224,3324,Upto 215,Muscle Training,4
53225,3325,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53226,3326,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53227,3327,Upto 175,Power Lifter,3
53228,3328,Upto 45,Cardio,1
53229,3329,Upto 450,Everything,7
53230,3330,Upto 45,Cardio,1
53231,3331,Upto 45,Cardio,1
53232,3332,Upto 45,Cardio,1
53233,3333,Upto 215,Muscle Training,4
53234,3334,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53235,3335,Upto 450,Everything,7
53236,3336,Upto 300,HIT,6
53237,3337,Upto 45,Cardio,1
53238,3338,Upto 175,Power Lifter,3
53239,3339,Upto 175,Power Lifter,3
53240,3340,Upto 450,Everything,7
53241,3341,Upto 175,Power Lifter,3
53242,3342,Upto 215,Muscle Training,4
53243,3343,Upto 80,Running,2
53244,3344,Upto 275,Cross Fit / Calisthenics,5
53245,3345,Upto 450,Everything,7
53246,3346,Upto 275,Cross Fit / Calisthenics,5
53247,3347,Upto 175,Power Lifter,3
53248,3348,Upto 275,Cross Fit / Calisthenics,5
53249,3349,Upto 45,Cardio,1
53250,3350,Upto 450,Everything,7
53251,3351,Upto 80,Running,2
53252,3352,Upto 300,HIT,6
53253,3353,Upto 45,Cardio,1
53254,3354,Upto 450,Everything,7
53255,3355,Upto 215,Muscle Training,4
53256,3356,Upto 275,Cross Fit / Calisthenics,5
53257,3357,Upto 80,Running,2
53258,3358,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53259,3359,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53260,3360,Upto 275,Cross Fit / Calisthenics,5
53261,3361,Upto 215,Muscle Training,4
53262,3362,Upto 45,Cardio,1
53263,3363,Upto 450,Everything,7
53264,3364,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53265,3365,Upto 275,Cross Fit / Calisthenics,5
53266,3366,Upto 450,Everything,7
53267,3367,Upto 275,Cross Fit / Calisthenics,5
53268,3368,Upto 80,Running,2
53269,3369,Upto 275,Cross Fit / Calisthenics,5
53270,3370,Upto 45,Cardio,1
53271,3371,Upto 215,Muscle Training,4
53272,3372,Upto 300,HIT,6
53273,3373,Upto 450,Everything,7
53274,3374,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53275,3375,Upto 45,Cardio,1
53276,3376,Upto 300,HIT,6
53277,3377,Upto 215,Muscle Training,4
53278,3378,Upto 45,Cardio,1
53279,3379,Upto 300,HIT,6
53280,3380,Upto 300,HIT,6
53281,3381,Upto 450,Everything,7
53282,3382,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53283,3383,Upto 300,HIT,6
53284,3384,Upto 175,Power Lifter,3
53285,3385,Upto 300,HIT,6
53286,3386,Upto 45,Cardio,1
53287,3387,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53288,3388,Upto 175,Power Lifter,3
53289,3389,Upto 450,Everything,7
53290,3390,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53291,3391,Upto 175,Power Lifter,3
53292,3392,Upto 80,Running,2
53293,3393,Upto 45,Cardio,1
53294,3394,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53295,3395,Upto 45,Cardio,1
53296,3396,Upto 300,HIT,6
53297,3397,Upto 45,Cardio,1
53298,3398,Upto 80,Running,2
53299,3399,Upto 300,HIT,6
53300,3400,Upto 215,Muscle Training,4
53301,3401,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53302,3402,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53303,3403,Upto 175,Power Lifter,3
53304,3404,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53305,3405,Upto 215,Muscle Training,4
53306,3406,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53307,3407,Upto 275,Cross Fit / Calisthenics,5
53308,3408,Upto 300,HIT,6
53309,3409,Upto 215,Muscle Training,4
53310,3410,Upto 45,Cardio,1
53311,3411,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53312,3412,Upto 175,Power Lifter,3
53313,3413,Upto 300,HIT,6
53314,3414,Upto 450,Everything,7
53315,3415,Upto 300,HIT,6
53316,3416,Upto 80,Running,2
53317,3417,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53318,3418,Upto 450,Everything,7
53319,3419,Upto 275,Cross Fit / Calisthenics,5
53320,3420,Upto 450,Everything,7
53321,3421,Upto 450,Everything,7
53322,3422,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53323,3423,Upto 80,Running,2
53324,3424,Upto 175,Power Lifter,3
53325,3425,Upto 275,Cross Fit / Calisthenics,5
53326,3426,Upto 300,HIT,6
53327,3427,Upto 450,Everything,7
53328,3428,Upto 275,Cross Fit / Calisthenics,5
53329,3429,Upto 175,Power Lifter,3
53330,3430,Upto 215,Muscle Training,4
53331,3431,Upto 275,Cross Fit / Calisthenics,5
53332,3432,Upto 45,Cardio,1
53333,3433,Upto 450,Everything,7
53334,3434,Upto 275,Cross Fit / Calisthenics,5
53335,3435,Upto 45,Cardio,1
53336,3436,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53337,3437,Upto 175,Power Lifter,3
53338,3438,Upto 45,Cardio,1
53339,3439,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53340,3440,Upto 300,HIT,6
53341,3441,Upto 45,Cardio,1
53342,3442,Upto 80,Running,2
53343,3443,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53344,3444,Upto 300,HIT,6
53345,3445,Upto 450,Everything,7
53346,3446,Upto 450,Everything,7
53347,3447,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53348,3448,Upto 275,Cross Fit / Calisthenics,5
53349,3449,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53350,3450,Upto 45,Cardio,1
53351,3451,Upto 215,Muscle Training,4
53352,3452,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53353,3453,Upto 300,HIT,6
53354,3454,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53355,3455,Upto 300,HIT,6
53356,3456,Upto 275,Cross Fit / Calisthenics,5
53357,3457,Upto 80,Running,2
53358,3458,Upto 215,Muscle Training,4
53359,3459,Upto 450,Everything,7
53360,3460,Upto 275,Cross Fit / Calisthenics,5
53361,3461,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53362,3462,Upto 175,Power Lifter,3
53363,3463,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53364,3464,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53365,3465,Upto 275,Cross Fit / Calisthenics,5
53366,3466,Upto 450,Everything,7
53367,3467,Upto 275,Cross Fit / Calisthenics,5
53368,3468,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53369,3469,Upto 45,Cardio,1
53370,3470,Upto 450,Everything,7
53371,3471,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53372,3472,Upto 450,Everything,7
53373,3473,Upto 175,Power Lifter,3
53374,3474,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53375,3475,Upto 175,Power Lifter,3
53376,3476,Upto 450,Everything,7
53377,3477,Upto 275,Cross Fit / Calisthenics,5
53378,3478,Upto 175,Power Lifter,3
53379,3479,Upto 300,HIT,6
53380,3480,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53381,3481,Upto 215,Muscle Training,4
53382,3482,Upto 275,Cross Fit / Calisthenics,5
53383,3483,Upto 80,Running,2
53384,3484,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53385,3485,Upto 80,Running,2
53386,3486,Upto 450,Everything,7
53387,3487,Upto 175,Power Lifter,3
53388,3488,Upto 450,Everything,7
53389,3489,Upto 300,HIT,6
53390,3490,Upto 80,Running,2
53391,3491,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53392,3492,Upto 80,Running,2
53393,3493,Upto 215,Muscle Training,4
53394,3494,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53395,3495,Upto 45,Cardio,1
53396,3496,Upto 45,Cardio,1
53397,3497,Upto 175,Power Lifter,3
53398,3498,Upto 215,Muscle Training,4
53399,3499,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53400,3500,Upto 450,Everything,7
53401,3501,Upto 275,Cross Fit / Calisthenics,5
53402,3502,Upto 80,Running,2
53403,3503,Upto 300,HIT,6
53404,3504,Upto 215,Muscle Training,4
53405,3505,Upto 300,HIT,6
53406,3506,Upto 45,Cardio,1
53407,3507,Upto 215,Muscle Training,4
53408,3508,Upto 215,Muscle Training,4
53409,3509,Upto 275,Cross Fit / Calisthenics,5
53410,3510,Upto 215,Muscle Training,4
53411,3511,Upto 215,Muscle Training,4
53412,3512,Upto 450,Everything,7
53413,3513,Upto 80,Running,2
53414,3514,Upto 80,Running,2
53415,3515,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53416,3516,Upto 300,HIT,6
53417,3517,Upto 80,Running,2
53418,3518,Upto 45,Cardio,1
53419,3519,Upto 300,HIT,6
53420,3520,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53421,3521,Upto 275,Cross Fit / Calisthenics,5
53422,3522,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53423,3523,Upto 300,HIT,6
53424,3524,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53425,3525,Upto 275,Cross Fit / Calisthenics,5
53426,3526,Upto 450,Everything,7
53427,3527,Upto 450,Everything,7
53428,3528,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53429,3529,Upto 300,HIT,6
53430,3530,Upto 45,Cardio,1
53431,3531,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53432,3532,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53433,3533,Upto 215,Muscle Training,4
53434,3534,Upto 80,Running,2
53435,3535,Upto 215,Muscle Training,4
53436,3536,Upto 45,Cardio,1
53437,3537,Upto 450,Everything,7
53438,3538,Upto 175,Power Lifter,3
53439,3539,Upto 45,Cardio,1
53440,3540,Upto 215,Muscle Training,4
53441,3541,Upto 275,Cross Fit / Calisthenics,5
53442,3542,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53443,3543,Upto 450,Everything,7
53444,3544,Upto 45,Cardio,1
53445,3545,Upto 300,HIT,6
53446,3546,Upto 45,Cardio,1
53447,3547,Upto 275,Cross Fit / Calisthenics,5
53448,3548,Upto 80,Running,2
53449,3549,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53450,3550,Upto 45,Cardio,1
53451,3551,Upto 45,Cardio,1
53452,3552,Upto 80,Running,2
53453,3553,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53454,3554,Upto 80,Running,2
53455,3555,Upto 300,HIT,6
53456,3556,Upto 215,Muscle Training,4
53457,3557,Upto 450,Everything,7
53458,3558,Upto 175,Power Lifter,3
53459,3559,Upto 215,Muscle Training,4
53460,3560,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53461,3561,Upto 215,Muscle Training,4
53462,3562,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53463,3563,Upto 450,Everything,7
53464,3564,Upto 300,HIT,6
53465,3565,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53466,3566,Upto 175,Power Lifter,3
53467,3567,Upto 80,Running,2
53468,3568,Upto 275,Cross Fit / Calisthenics,5
53469,3569,Upto 450,Everything,7
53470,3570,Upto 45,Cardio,1
53471,3571,Upto 300,HIT,6
53472,3572,Upto 215,Muscle Training,4
53473,3573,Upto 45,Cardio,1
53474,3574,Upto 80,Running,2
53475,3575,Upto 45,Cardio,1
53476,3576,Upto 215,Muscle Training,4
53477,3577,Upto 300,HIT,6
53478,3578,Upto 300,HIT,6
53479,3579,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53480,3580,Upto 80,Running,2
53481,3581,Upto 45,Cardio,1
53482,3582,Upto 300,HIT,6
53483,3583,Upto 300,HIT,6
53484,3584,Upto 275,Cross Fit / Calisthenics,5
53485,3585,Upto 450,Everything,7
53486,3586,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
53487,3587,Upto 275,Cross Fit / Calisthenics,5
53488,3588,Upto 300,HIT,6
53489,3589,Upto 45,Cardio,1
53490,3590,Upto 275,Cross Fit / Calisthenics,5
53491,3591,Upto 45,Cardio,1
53492,3592,Upto 275,Cross Fit / Calisthenics,5
53493,3593,Upto 215,Muscle Training,4
53494,3594,Upto 215,Muscle Training,4
53495,3595,Upto 80,Running,2
53496,3596,Upto 300,HIT,6
53497,3597,Upto 45,Cardio,1
53498,3598,Upto 175,Power Lifter,3
53499,3599,Upto 80,Running,2
53500,3600,Upto 450,Everything,7
53501,3601,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
53502,3602,Upto 45,Cardio,1
