Time_ID,Year,Month,P_ID
355693,2021,11,5793
355694,2021,7,5794
355695,2022,1,5795
355696,2021,8,5796
355697,2021,11,5797
355698,2022,1,5798
355699,2021,3,5799
355700,2021,2,5800
355701,2021,2,5801
355702,2023,1,5802
355703,2023,3,5803
355704,2023,9,5804
355705,2022,2,5805
355706,2021,4,5806
355707,2021,3,5807
355708,2022,3,5808
355709,2023,3,5809
355710,2023,8,5810
355711,2023,4,5811
355712,2021,9,5812
355713,2023,1,5813
355714,2021,4,5814
355715,2021,2,5815
355716,2022,3,5816
355717,2023,10,5817
355718,2021,5,5818
355719,2021,7,5819
355720,2023,10,5820
355721,2022,3,5821
355722,2023,3,5822
355723,2023,9,5823
355724,2021,8,5824
355725,2022,12,5825
355726,2021,1,5826
355727,2022,6,5827
355728,2023,5,5828
355729,2021,2,5829
355730,2021,4,5830
355731,2023,9,5831
355732,2021,10,5832
355733,2021,3,5833
355734,2023,11,5834
355735,2022,2,5835
355736,2023,11,5836
355737,2022,10,5837
355738,2021,3,5838
355739,2022,12,5839
355740,2022,6,5840
355741,2022,2,5841
355742,2023,8,5842
355743,2021,2,5843
355744,2022,1,5844
355745,2023,2,5845
355746,2023,3,5846
355747,2021,1,5847
355748,2021,1,5848
355749,2023,2,5849
355750,2023,12,5850
355751,2021,1,5851
355752,2021,6,5852
355753,2022,8,5853
355754,2023,9,5854
355755,2023,4,5855
355756,2022,7,5856
355757,2021,2,5857
355758,2022,1,5858
355759,2023,6,5859
355760,2022,6,5860
355761,2022,1,5861
355762,2022,3,5862
355763,2021,8,5863
355764,2022,2,5864
355765,2023,6,5865
355766,2022,7,5866
355767,2023,7,5867
355768,2023,9,5868
355769,2023,4,5869
355770,2021,9,5870
355771,2023,2,5871
355772,2021,4,5872
355773,2021,6,5873
355774,2021,6,5874
355775,2023,1,5875
355776,2022,8,5876
355777,2022,2,5877
355778,2021,9,5878
355779,2022,11,5879
355780,2021,9,5880
355781,2023,2,5881
355782,2023,3,5882
355783,2021,1,5883
355784,2022,2,5884
355785,2021,2,5885
355786,2022,3,5886
355787,2021,4,5887
355788,2022,1,5888
355789,2022,3,5889
355790,2021,2,5890
355791,2022,3,5891
355792,2022,1,5892
355793,2022,7,5893
355794,2022,2,5894
355795,2022,2,5895
355796,2021,2,5896
355797,2021,9,5897
355798,2022,10,5898
355799,2023,2,5899
355800,2023,1,5900
355801,2022,5,5901
355802,2023,1,5902
355803,2022,10,5903
355804,2022,7,5904
355805,2023,5,5905
355806,2021,8,5906
355807,2021,2,5907
355808,2022,3,5908
355809,2023,2,5909
355810,2023,1,5910
355811,2021,9,5911
355812,2021,3,5912
355813,2022,5,5913
355814,2023,7,5914
355815,2022,1,5915
355816,2021,3,5916
355817,2023,1,5917
355818,2023,2,5918
355819,2021,2,5919
355820,2021,6,5920
355821,2023,3,5921
355822,2021,3,5922
355823,2022,1,5923
355824,2023,1,5924
355825,2021,11,5925
355826,2023,9,5926
355827,2021,7,5927
355828,2023,11,5928
355829,2021,3,5929
355830,2022,1,5930
355831,2021,3,5931
355832,2022,6,5932
355833,2023,1,5933
355834,2021,1,5934
355835,2022,1,5935
355836,2021,1,5936
355837,2022,2,5937
355838,2021,2,5938
355839,2021,3,5939
355840,2023,3,5940
355841,2021,3,5941
355842,2021,10,5942
355843,2021,12,5943
355844,2022,7,5944
355845,2021,1,5945
355846,2021,7,5946
355847,2023,2,5947
355848,2021,2,5948
355849,2023,11,5949
355850,2021,5,5950
355851,2022,8,5951
355852,2021,2,5952
355853,2021,2,5953
355854,2023,3,5954
355855,2023,2,5955
355856,2022,7,5956
355857,2021,8,5957
355858,2022,2,5958
355859,2021,6,5959
355860,2022,6,5960
355861,2021,11,5961
355862,2022,1,5962
355863,2022,12,5963
355864,2021,2,5964
355865,2021,4,5965
355866,2022,2,5966
355867,2021,2,5967
355868,2023,2,5968
355869,2021,1,5969
355870,2022,7,5970
355871,2022,8,5971
355872,2023,3,5972
355873,2022,1,5973
355874,2022,4,5974
355875,2023,2,5975
355876,2022,4,5976
355877,2023,12,5977
355878,2023,2,5978
355879,2023,3,5979
355880,2021,1,5980
355881,2021,11,5981
355882,2023,1,5982
355883,2021,3,5983
355884,2023,3,5984
355885,2023,4,5985
355886,2022,11,5986
355887,2022,12,5987
355888,2023,1,5988
355889,2023,1,5989
355890,2023,1,5990
355891,2022,6,5991
355892,2021,9,5992
355893,2023,3,5993
355894,2022,9,5994
355895,2023,5,5995
355896,2023,1,5996
355897,2023,4,5997
355898,2022,9,5998
355899,2021,11,5999
355900,2022,7,6000
355901,2023,6,6001
355902,2021,10,6002
355903,2023,3,6003
355904,2023,6,6004
355905,2022,1,6005
355906,2021,1,6006
355907,2023,6,6007
355908,2023,2,6008
355909,2021,4,6009
355910,2021,1,6010
355911,2022,10,6011
355912,2023,9,6012
355913,2021,4,6013
355914,2021,8,6014
355915,2022,3,6015
355916,2023,4,6016
355917,2023,2,6017
355918,2021,3,6018
355919,2023,3,6019
355920,2021,10,6020
355921,2023,3,6021
355922,2023,2,6022
355923,2022,10,6023
355924,2023,3,6024
355925,2023,7,6025
355926,2021,5,6026
355927,2022,5,6027
355928,2023,9,6028
355929,2022,6,6029
355930,2021,1,6030
355931,2022,1,6031
355932,2023,2,6032
355933,2022,3,6033
355934,2021,8,6034
355935,2023,6,6035
355936,2021,2,6036
355937,2022,12,6037
355938,2023,2,6038
355939,2022,3,6039
355940,2021,5,6040
355941,2022,6,6041
355942,2023,1,6042
355943,2021,6,6043
355944,2022,6,6044
355945,2023,6,6045
355946,2023,2,6046
355947,2022,7,6047
355948,2023,12,6048
355949,2021,2,6049
355950,2023,11,6050
355951,2021,10,6051
355952,2021,3,6052
355953,2022,11,6053
355954,2023,10,6054
355955,2021,10,6055
355956,2023,11,6056
355957,2022,8,6057
355958,2023,3,6058
355959,2021,7,6059
355960,2021,1,6060
355961,2023,1,6061
355962,2023,3,6062
355963,2022,1,6063
355964,2021,7,6064
355965,2021,1,6065
355966,2023,2,6066
355967,2021,4,6067
355968,2021,1,6068
355969,2023,2,6069
355970,2022,9,6070
355971,2022,1,6071
355972,2023,3,6072
355973,2023,12,6073
355974,2023,6,6074
355975,2022,1,6075
355976,2021,2,6076
355977,2021,2,6077
355978,2022,2,6078
355979,2021,1,6079
355980,2022,9,6080
355981,2021,12,6081
355982,2021,1,6082
355983,2022,5,6083
355984,2021,1,6084
355985,2022,3,6085
355986,2021,11,6086
355987,2023,2,6087
355988,2022,12,6088
355989,2022,2,6089
355990,2021,2,6090
355991,2022,4,6091
355992,2021,6,6092
355993,2022,5,6093
355994,2023,3,6094
355995,2023,5,6095
355996,2023,2,6096
355997,2021,11,6097
355998,2023,8,6098
355999,2022,3,6099
356000,2023,3,6100
356001,2022,2,6101
356002,2022,7,6102
356003,2023,2,6103
356004,2023,4,6104
356005,2022,12,6105
356006,2023,3,6106
356007,2023,4,6107
356008,2022,6,6108
356009,2022,2,6109
356010,2023,1,6110
356011,2021,3,6111
356012,2023,10,6112
356013,2023,2,6113
356014,2022,3,6114
356015,2022,11,6115
356016,2023,6,6116
356017,2022,10,6117
356018,2021,11,6118
356019,2021,1,6119
356020,2021,3,6120
356021,2021,10,6121
356022,2022,9,6122
356023,2021,2,6123
356024,2021,9,6124
356025,2022,7,6125
356026,2021,6,6126
356027,2021,12,6127
356028,2023,2,6128
356029,2022,10,6129
356030,2021,2,6130
356031,2023,11,6131
356032,2021,7,6132
356033,2023,2,6133
356034,2021,1,6134
356035,2022,5,6135
356036,2023,7,6136
356037,2021,3,6137
356038,2022,8,6138
356039,2021,1,6139
356040,2022,7,6140
356041,2022,2,6141
356042,2022,7,6142
356043,2022,2,6143
356044,2021,9,6144
356045,2023,1,6145
356046,2023,10,6146
356047,2022,8,6147
356048,2021,3,6148
356049,2023,2,6149
356050,2021,2,6150
356051,2023,1,6151
356052,2023,1,6152
356053,2022,7,6153
356054,2022,3,6154
356055,2021,10,6155
356056,2023,12,6156
356057,2023,4,6157
356058,2022,10,6158
356059,2022,7,6159
356060,2023,8,6160
356061,2021,10,6161
356062,2022,11,6162
356063,2022,8,6163
356064,2021,10,6164
356065,2023,3,6165
356066,2023,11,6166
356067,2022,7,6167
356068,2021,1,6168
356069,2023,10,6169
356070,2022,3,6170
356071,2023,8,6171
356072,2022,1,6172
356073,2021,2,6173
356074,2023,3,6174
356075,2022,2,6175
356076,2022,2,6176
356077,2022,4,6177
356078,2022,2,6178
356079,2023,5,6179
356080,2023,2,6180
356081,2023,7,6181
356082,2023,7,6182
356083,2021,9,6183
356084,2023,1,6184
356085,2022,1,6185
356086,2023,1,6186
356087,2021,12,6187
356088,2022,1,6188
356089,2022,3,6189
356090,2022,5,6190
356091,2023,3,6191
356092,2023,12,6192
356093,2023,2,6193
356094,2023,5,6194
356095,2022,8,6195
356096,2023,3,6196
356097,2023,1,6197
356098,2022,1,6198
356099,2023,8,6199
356100,2022,10,6200
356101,2021,3,6201
356102,2023,1,6202
356103,2023,4,6203
356104,2021,10,6204
356105,2022,6,6205
356106,2023,3,6206
356107,2021,2,6207
356108,2021,6,6208
356109,2023,5,6209
356110,2021,1,6210
356111,2023,6,6211
356112,2022,3,6212
356113,2022,8,6213
356114,2021,4,6214
356115,2023,3,6215
356116,2022,10,6216
356117,2022,3,6217
356118,2021,11,6218
356119,2022,2,6219
356120,2021,1,6220
356121,2022,12,6221
356122,2023,6,6222
356123,2022,2,6223
356124,2021,11,6224
356125,2021,11,6225
356126,2021,3,6226
356127,2023,3,6227
356128,2021,3,6228
356129,2023,5,6229
356130,2021,2,6230
356131,2023,2,6231
356132,2022,10,6232
356133,2021,2,6233
356134,2023,4,6234
356135,2021,1,6235
356136,2023,12,6236
356137,2021,3,6237
356138,2022,7,6238
356139,2021,1,6239
356140,2021,9,6240
356141,2022,3,6241
356142,2022,6,6242
356143,2022,2,6243
356144,2022,2,6244
356145,2023,7,6245
356146,2022,3,6246
356147,2021,1,6247
356148,2022,11,6248
356149,2021,1,6249
356150,2022,5,6250
356151,2021,3,6251
356152,2022,8,6252
356153,2022,2,6253
356154,2022,3,6254
356155,2022,10,6255
356156,2022,10,6256
356157,2022,2,6257
356158,2023,1,6258
356159,2021,3,6259
356160,2021,2,6260
356161,2023,1,6261
356162,2021,8,6262
356163,2023,3,6263
356164,2021,3,6264
356165,2023,2,6265
356166,2021,2,6266
356167,2022,11,6267
356168,2022,2,6268
356169,2023,2,6269
356170,2022,3,6270
356171,2023,1,6271
356172,2023,1,6272
356173,2022,11,6273
356174,2023,4,6274
356175,2022,2,6275
356176,2022,2,6276
356177,2021,1,6277
356178,2022,1,6278
356179,2023,4,6279
356180,2023,2,6280
356181,2023,2,6281
356182,2023,2,6282
356183,2023,1,6283
356184,2023,12,6284
356185,2022,2,6285
356186,2022,3,6286
356187,2023,3,6287
356188,2022,4,6288
356189,2021,10,6289
356190,2022,10,6290
356191,2021,1,6291
356192,2021,5,6292
356193,2023,3,6293
356194,2022,3,6294
356195,2023,1,6295
356196,2023,3,6296
356197,2021,2,6297
356198,2021,1,6298
356199,2021,9,6299
356200,2023,7,6300
356201,2022,6,6301
356202,2023,3,6302
356203,2023,11,6303
356204,2022,3,6304
356205,2023,5,6305
356206,2022,7,6306
356207,2023,11,6307
356208,2023,9,6308
356209,2021,5,6309
356210,2021,2,6310
356211,2023,1,6311
356212,2021,2,6312
356213,2023,9,6313
356214,2021,11,6314
356215,2021,4,6315
356216,2023,7,6316
356217,2021,6,6317
356218,2022,2,6318
356219,2021,2,6319
356220,2021,9,6320
356221,2022,6,6321
356222,2021,10,6322
356223,2023,1,6323
356224,2023,11,6324
356225,2021,3,6325
356226,2022,5,6326
356227,2021,6,6327
356228,2021,12,6328
356229,2022,2,6329
356230,2023,2,6330
356231,2023,1,6331
356232,2023,11,6332
356233,2023,2,6333
356234,2021,1,6334
356235,2021,2,6335
356236,2021,12,6336
356237,2023,9,6337
356238,2022,1,6338
356239,2021,10,6339
356240,2023,3,6340
356241,2022,1,6341
356242,2023,2,6342
356243,2021,8,6343
356244,2021,3,6344
356245,2022,7,6345
356246,2022,5,6346
356247,2021,2,6347
356248,2021,9,6348
356249,2023,7,6349
356250,2021,3,6350
356251,2021,3,6351
356252,2022,7,6352
356253,2021,8,6353
356254,2021,2,6354
356255,2021,2,6355
356256,2022,3,6356
356257,2023,10,6357
356258,2022,2,6358
356259,2023,6,6359
356260,2023,3,6360
356261,2023,9,6361
356262,2023,11,6362
356263,2023,2,6363
356264,2023,11,6364
356265,2023,10,6365
356266,2021,9,6366
356267,2023,2,6367
356268,2023,2,6368
356269,2023,6,6369
356270,2023,11,6370
356271,2021,2,6371
356272,2022,3,6372
356273,2022,6,6373
356274,2023,4,6374
356275,2022,2,6375
356276,2022,6,6376
356277,2022,11,6377
356278,2022,5,6378
356279,2021,2,6379
356280,2022,3,6380
356281,2022,12,6381
356282,2021,2,6382
356283,2021,3,6383
356284,2021,6,6384
356285,2022,4,6385
356286,2023,10,6386
356287,2023,3,6387
356288,2023,3,6388
356289,2022,12,6389
356290,2023,12,6390
356291,2022,1,6391
356292,2021,6,6392
356293,2021,3,6393
356294,2022,3,6394
356295,2022,5,6395
356296,2023,7,6396
356297,2022,6,6397
356298,2021,2,6398
356299,2021,2,6399
356300,2021,3,6400
356301,2021,2,6401
356302,2021,3,6402
356303,2022,3,6403
356304,2022,2,6404
356305,2023,9,6405
356306,2021,2,6406
356307,2022,1,6407
356308,2023,10,6408
356309,2023,9,6409
356310,2021,2,6410
356311,2023,1,6411
356312,2021,1,6412
356313,2022,1,6413
356314,2023,12,6414
356315,2022,9,6415
356316,2023,1,6416
356317,2022,8,6417
356318,2021,3,6418
356319,2022,3,6419
356320,2021,5,6420
356321,2022,4,6421
356322,2021,7,6422
356323,2021,3,6423
356324,2023,7,6424
356325,2023,3,6425
356326,2022,11,6426
356327,2021,8,6427
356328,2021,3,6428
356329,2023,1,6429
356330,2023,3,6430
356331,2021,7,6431
356332,2021,1,6432
356333,2021,6,6433
356334,2023,3,6434
356335,2022,2,6435
356336,2023,2,6436
356337,2021,7,6437
356338,2022,8,6438
356339,2021,6,6439
356340,2021,2,6440
356341,2022,3,6441
356342,2023,6,6442
356343,2023,12,6443
356344,2021,2,6444
356345,2023,2,6445
356346,2023,8,6446
356347,2023,3,6447
356348,2023,7,6448
356349,2022,2,6449
356350,2022,7,6450
356351,2023,8,6451
356352,2023,2,6452
356353,2022,10,6453
356354,2023,9,6454
356355,2022,8,6455
356356,2022,8,6456
356357,2023,10,6457
356358,2021,7,6458
356359,2021,12,6459
356360,2023,1,6460
356361,2021,12,6461
356362,2021,5,6462
356363,2023,1,6463
356364,2023,2,6464
356365,2021,6,6465
356366,2021,8,6466
356367,2023,3,6467
356368,2023,6,6468
356369,2022,8,6469
356370,2023,2,6470
356371,2022,2,6471
356372,2022,1,6472
356373,2023,1,6473
356374,2022,3,6474
356375,2021,10,6475
356376,2021,9,6476
356377,2021,6,6477
356378,2023,12,6478
356379,2022,2,6479
356380,2023,7,6480
356381,2023,10,6481
356382,2023,2,6482
356383,2021,11,6483
356384,2022,10,6484
356385,2021,2,6485
356386,2022,7,6486
356387,2023,10,6487
356388,2021,3,6488
356389,2021,2,6489
356390,2022,2,6490
356391,2023,1,6491
356392,2023,1,6492
356393,2022,2,6493
356394,2021,11,6494
356395,2021,3,6495
356396,2022,10,6496
356397,2022,4,6497
356398,2021,12,6498
356399,2021,1,6499
356400,2023,6,6500
356401,2023,11,6501
356402,2022,4,6502
356403,2023,6,6503
356404,2023,9,6504
356405,2021,3,6505
356406,2022,11,6506
356407,2022,4,6507
356408,2021,12,6508
356409,2021,1,6509
356410,2021,8,6510
356411,2022,2,6511
356412,2021,1,6512
356413,2023,2,6513
356414,2021,9,6514
356415,2023,1,6515
356416,2021,3,6516
356417,2023,3,6517
356418,2021,7,6518
356419,2021,1,6519
356420,2021,6,6520
356421,2023,11,6521
356422,2023,4,6522
356423,2021,11,6523
356424,2021,8,6524
356425,2021,9,6525
356426,2023,9,6526
356427,2023,8,6527
356428,2022,3,6528
356429,2022,2,6529
356430,2023,3,6530
356431,2022,10,6531
356432,2021,3,6532
356433,2023,3,6533
356434,2021,1,6534
356435,2023,4,6535
356436,2021,9,6536
356437,2022,1,6537
356438,2021,1,6538
356439,2021,7,6539
356440,2022,4,6540
356441,2022,3,6541
356442,2022,2,6542
356443,2023,1,6543
356444,2021,2,6544
356445,2023,10,6545
356446,2023,2,6546
356447,2021,1,6547
356448,2021,3,6548
356449,2022,12,6549
356450,2021,8,6550
356451,2022,2,6551
356452,2021,1,6552
356453,2023,4,6553
356454,2023,8,6554
356455,2022,2,6555
356456,2021,2,6556
356457,2023,3,6557
356458,2021,3,6558
356459,2023,8,6559
356460,2021,4,6560
356461,2022,3,6561
356462,2021,9,6562
356463,2021,6,6563
356464,2022,3,6564
356465,2021,3,6565
356466,2021,9,6566
356467,2021,11,6567
356468,2022,3,6568
356469,2021,3,6569
356470,2022,11,6570
356471,2021,3,6571
356472,2023,3,6572
356473,2021,1,6573
356474,2022,7,6574
356475,2023,5,6575
356476,2023,2,6576
356477,2021,3,6577
356478,2021,1,6578
356479,2023,4,6579
356480,2022,6,6580
356481,2023,6,6581
356482,2023,1,6582
356483,2023,2,6583
356484,2022,7,6584
356485,2023,3,6585
356486,2021,1,6586
356487,2022,3,6587
356488,2023,2,6588
356489,2023,1,6589
356490,2022,1,6590
356491,2023,2,6591
356492,2022,10,6592
356493,2021,5,6593
356494,2023,12,6594
356495,2021,8,6595
356496,2021,2,6596
356497,2021,5,6597
356498,2023,8,6598
356499,2023,3,6599
356500,2021,3,6600
356501,2021,10,6601
356502,2021,4,6602
356503,2021,4,6603
356504,2023,11,6604
356505,2023,3,6605
356506,2023,7,6606
356507,2022,11,6607
356508,2021,3,6608
356509,2023,5,6609
356510,2022,1,6610
356511,2021,3,6611
356512,2022,11,6612
356513,2023,1,6613
356514,2023,2,6614
356515,2021,6,6615
356516,2023,6,6616
356517,2023,1,6617
356518,2023,9,6618
356519,2021,3,6619
356520,2023,3,6620
356521,2022,3,6621
356522,2023,6,6622
356523,2023,1,6623
356524,2023,2,6624
356525,2023,1,6625
356526,2022,2,6626
356527,2022,2,6627
356528,2021,1,6628
356529,2022,8,6629
356530,2022,1,6630
356531,2022,6,6631
356532,2022,3,6632
356533,2021,4,6633
356534,2021,1,6634
356535,2021,3,6635
356536,2023,1,6636
356537,2021,1,6637
356538,2021,1,6638
356539,2023,7,6639
356540,2021,10,6640
356541,2021,8,6641
356542,2023,7,6642
356543,2022,2,6643
356544,2021,6,6644
356545,2021,12,6645
356546,2022,1,6646
356547,2021,3,6647
356548,2023,12,6648
356549,2021,1,6649
356550,2023,7,6650
356551,2023,7,6651
356552,2021,7,6652
356553,2021,1,6653
356554,2022,7,6654
356555,2023,1,6655
356556,2021,11,6656
356557,2023,3,6657
356558,2023,4,6658
356559,2021,8,6659
356560,2022,5,6660
356561,2023,2,6661
356562,2021,3,6662
356563,2022,10,6663
356564,2023,3,6664
356565,2022,5,6665
356566,2021,9,6666
356567,2023,5,6667
356568,2023,2,6668
356569,2022,5,6669
356570,2023,1,6670
356571,2023,1,6671
356572,2023,8,6672
356573,2023,10,6673
356574,2023,9,6674
356575,2021,1,6675
356576,2023,3,6676
356577,2021,10,6677
356578,2023,9,6678
356579,2023,2,6679
356580,2022,2,6680
356581,2021,10,6681
356582,2021,1,6682
356583,2022,5,6683
356584,2023,2,6684
356585,2023,3,6685
356586,2023,1,6686
356587,2022,8,6687
356588,2022,9,6688
356589,2021,11,6689
356590,2021,4,6690
356591,2022,2,6691
356592,2023,5,6692
356593,2021,7,6693
356594,2023,1,6694
356595,2023,3,6695
356596,2021,8,6696
356597,2022,2,6697
356598,2021,11,6698
356599,2021,7,6699
356600,2021,11,6700
356601,2023,7,6701
356602,2022,12,6702
356603,2023,6,6703
356604,2021,2,6704
356605,2022,5,6705
356606,2021,8,6706
356607,2023,1,6707
356608,2021,1,6708
356609,2021,2,6709
356610,2023,9,6710
356611,2023,3,6711
356612,2022,2,6712
356613,2021,8,6713
356614,2022,4,6714
356615,2021,7,6715
356616,2021,2,6716
356617,2022,5,6717
356618,2023,3,6718
356619,2022,7,6719
356620,2022,3,6720
356621,2022,9,6721
356622,2021,1,6722
356623,2021,8,6723
356624,2021,9,6724
356625,2023,2,6725
356626,2021,8,6726
356627,2023,1,6727
356628,2022,6,6728
356629,2022,4,6729
356630,2021,4,6730
356631,2021,12,6731
356632,2021,10,6732
356633,2022,10,6733
356634,2023,5,6734
356635,2023,2,6735
356636,2021,9,6736
356637,2021,2,6737
356638,2022,9,6738
356639,2023,5,6739
356640,2022,3,6740
356641,2021,8,6741
356642,2021,10,6742
356643,2021,5,6743
356644,2023,3,6744
356645,2022,1,6745
356646,2021,3,6746
356647,2022,12,6747
356648,2022,4,6748
356649,2022,5,6749
356650,2023,5,6750
356651,2022,3,6751
356652,2021,3,6752
356653,2022,3,6753
356654,2023,7,6754
356655,2022,6,6755
356656,2021,12,6756
356657,2022,7,6757
356658,2023,1,6758
356659,2022,6,6759
356660,2022,1,6760
356661,2022,2,6761
356662,2022,2,6762
356663,2021,2,6763
356664,2023,3,6764
356665,2021,4,6765
356666,2022,3,6766
356667,2022,11,6767
356668,2022,8,6768
356669,2021,2,6769
356670,2022,3,6770
356671,2021,1,6771
356672,2022,11,6772
356673,2022,11,6773
356674,2023,2,6774
356675,2021,4,6775
356676,2022,1,6776
356677,2021,8,6777
356678,2021,3,6778
356679,2022,6,6779
356680,2021,6,6780
356681,2023,2,6781
356682,2023,2,6782
356683,2022,10,6783
356684,2023,7,6784
356685,2021,1,6785
356686,2022,1,6786
356687,2022,2,6787
356688,2021,4,6788
356689,2022,2,6789
356690,2021,8,6790
356691,2023,2,6791
356692,2021,9,6792
356693,2023,12,6793
356694,2023,1,6794
356695,2023,12,6795
356696,2021,2,6796
356697,2021,8,6797
356698,2023,6,6798
356699,2023,2,6799
356700,2023,5,6800
356701,2022,2,6801
356702,2023,5,6802
356703,2021,2,6803
356704,2021,8,6804
356705,2022,12,6805
356706,2022,4,6806
356707,2022,11,6807
356708,2021,6,6808
356709,2021,3,6809
356710,2023,11,6810
356711,2023,2,6811
356712,2023,9,6812
356713,2021,10,6813
356714,2021,1,6814
356715,2021,2,6815
356716,2021,2,6816
356717,2023,12,6817
356718,2022,12,6818
356719,2021,2,6819
356720,2023,10,6820
356721,2021,7,6821
356722,2022,2,6822
356723,2023,8,6823
356724,2023,1,6824
356725,2021,3,6825
356726,2021,2,6826
356727,2023,12,6827
356728,2021,2,6828
356729,2021,3,6829
356730,2022,11,6830
356731,2021,2,6831
356732,2023,9,6832
356733,2021,2,6833
356734,2022,6,6834
356735,2022,3,6835
356736,2021,1,6836
356737,2021,1,6837
356738,2022,2,6838
356739,2021,2,6839
356740,2022,1,6840
356741,2023,1,6841
356742,2022,3,6842
356743,2022,10,6843
356744,2021,1,6844
356745,2023,6,6845
356746,2022,2,6846
356747,2022,3,6847
356748,2021,10,6848
356749,2023,1,6849
356750,2023,8,6850
356751,2021,3,6851
356752,2021,8,6852
356753,2021,3,6853
356754,2023,1,6854
356755,2023,2,6855
356756,2022,3,6856
356757,2021,1,6857
356758,2023,4,6858
356759,2021,1,6859
356760,2022,3,6860
356761,2022,2,6861
356762,2022,5,6862
356763,2023,3,6863
356764,2023,2,6864
356765,2022,1,6865
356766,2022,10,6866
356767,2022,3,6867
356768,2023,3,6868
356769,2021,1,6869
356770,2021,11,6870
356771,2021,10,6871
356772,2022,4,6872
356773,2023,3,6873
356774,2022,11,6874
356775,2021,1,6875
356776,2021,10,6876
356777,2022,5,6877
356778,2022,11,6878
356779,2023,7,6879
356780,2023,5,6880
356781,2022,1,6881
356782,2023,12,6882
356783,2021,10,6883
356784,2022,3,6884
356785,2021,3,6885
356786,2022,8,6886
356787,2023,2,6887
356788,2022,1,6888
356789,2021,9,6889
356790,2023,10,6890
356791,2022,2,6891
356792,2023,2,6892
356793,2022,2,6893
356794,2022,2,6894
356795,2023,8,6895
356796,2021,1,6896
356797,2023,2,6897
356798,2022,2,6898
356799,2023,2,6899
356800,2023,3,6900
356801,2023,2,6901
356802,2022,4,6902
356803,2022,12,6903
356804,2022,3,6904
356805,2023,12,6905
356806,2022,1,6906
356807,2022,2,6907
356808,2022,2,6908
356809,2021,1,6909
356810,2023,3,6910
356811,2021,1,6911
356812,2021,1,6912
356813,2022,4,6913
356814,2021,1,6914
356815,2022,5,6915
356816,2021,9,6916
356817,2023,9,6917
356818,2023,3,6918
356819,2021,3,6919
356820,2022,12,6920
356821,2021,2,6921
356822,2023,12,6922
356823,2023,9,6923
356824,2021,10,6924
356825,2021,1,6925
356826,2023,7,6926
356827,2021,7,6927
356828,2022,1,6928
356829,2023,3,6929
356830,2022,3,6930
356831,2023,3,6931
356832,2021,1,6932
356833,2021,1,6933
356834,2021,3,6934
356835,2021,8,6935
356836,2021,3,6936
356837,2023,5,6937
356838,2022,9,6938
356839,2021,2,6939
356840,2021,9,6940
356841,2023,7,6941
356842,2021,8,6942
356843,2023,1,6943
356844,2022,8,6944
356845,2021,9,6945
356846,2022,12,6946
356847,2021,10,6947
356848,2023,1,6948
356849,2023,6,6949
356850,2023,1,6950
356851,2021,6,6951
356852,2023,1,6952
356853,2023,1,6953
356854,2023,5,6954
356855,2023,4,6955
356856,2021,3,6956
356857,2022,11,6957
356858,2023,8,6958
356859,2023,2,6959
356860,2023,6,6960
356861,2021,2,6961
356862,2021,1,6962
356863,2021,3,6963
356864,2023,7,6964
356865,2023,11,6965
356866,2023,1,6966
356867,2023,3,6967
356868,2021,1,6968
356869,2021,5,6969
356870,2021,4,6970
356871,2021,8,6971
356872,2022,2,6972
356873,2023,2,6973
356874,2021,2,6974
356875,2023,3,6975
356876,2022,6,6976
356877,2021,4,6977
356878,2023,10,6978
356879,2021,12,6979
356880,2022,3,6980
356881,2023,2,6981
356882,2021,1,6982
356883,2023,7,6983
356884,2023,3,6984
356885,2021,5,6985
356886,2023,1,6986
356887,2023,1,6987
356888,2021,3,6988
356889,2021,6,6989
356890,2021,11,6990
356891,2021,8,6991
356892,2021,1,6992
356893,2023,1,6993
356894,2022,4,6994
356895,2022,4,6995
356896,2023,3,6996
356897,2023,7,6997
356898,2022,8,6998
356899,2022,2,6999
356900,2023,6,7000
356901,2023,4,7001
356902,2021,3,7002
356903,2022,8,7003
356904,2023,1,7004
356905,2021,10,7005
356906,2021,3,7006
356907,2022,3,7007
356908,2021,9,7008
356909,2022,3,7009
356910,2021,10,7010
356911,2023,3,7011
356912,2022,3,7012
356913,2021,2,7013
356914,2021,9,7014
356915,2022,1,7015
356916,2021,2,7016
356917,2021,1,7017
356918,2022,3,7018
356919,2022,3,7019
356920,2022,10,7020
356921,2023,9,7021
356922,2023,2,7022
356923,2021,10,7023
356924,2022,7,7024
356925,2023,11,7025
356926,2023,1,7026
356927,2023,3,7027
356928,2021,5,7028
356929,2022,7,7029
356930,2022,11,7030
356931,2021,1,7031
356932,2021,2,7032
356933,2021,9,7033
356934,2021,2,7034
356935,2021,7,7035
356936,2022,1,7036
356937,2023,11,7037
356938,2021,2,7038
356939,2023,1,7039
356940,2023,3,7040
356941,2022,1,7041
356942,2021,2,7042
356943,2022,10,7043
356944,2023,10,7044
356945,2022,8,7045
356946,2021,12,7046
356947,2021,11,7047
356948,2022,5,7048
356949,2023,12,7049
356950,2021,1,7050
356951,2022,12,7051
356952,2022,1,7052
356953,2022,3,7053
356954,2022,2,7054
356955,2023,12,7055
356956,2023,2,7056
356957,2021,1,7057
356958,2021,6,7058
356959,2021,6,7059
356960,2021,12,7060
356961,2023,2,7061
356962,2023,3,7062
356963,2021,10,7063
