Weather_ID,State_ID,GeoLocation,Weather_Type,Temperature
305502,605502,"(38.843840757, -106.133610921)",Sunny,23
305503,605503,"(44.661319543001, -84.71439027)",Snowy,0
305504,605504,"(40.060210141, -82.404260056)",Sunny,25
305505,605505,"(32.745510099, -89.538030825)",Sunny,20
305506,605506,"(44.661319543001, -84.71439027)",Rainy,9
305507,605507,"(44.353130053, -100.373530637)",Cloudy,15
305508,605508,"(35.472031356, -97.521070214)",Cloudy,24
305509,605509,"(43.235541343, -108.109830353)",Snowy,-8
305510,605510,"(38.843840757, -106.133610921)",Sunny,14
305511,605511,"(39.360700171, -111.587130635)",Foggy,28
305512,605512,"(40.130570048, -74.273691288)",Cloudy,7
305513,605513,"(35.472031356, -97.521070214)",Cloudy,20
305514,605514,"(35.466220975, -79.159250463)",Rainy,23
305515,605515,"(39.008830667, -75.577741168)",Rainy,8
305516,605516,"(21.304850435, -157.857749403)",Humid,29
305517,605517,"(39.290580964, -76.609260111)",Rainy,18
305518,605518,"(39.766910452, -86.149960194)",Rainy,-3
305519,605519,"(34.748650124, -92.274490743)",Rainy,21
305520,605520,"(41.56266102, -72.649840952)",Rainy,-2
305521,605521,"(41.708280193, -71.522470314)",Sunny,30
305522,605522,"(31.312660644, -92.445680071)",Rainy,24
305523,605523,"(32.840571122, -86.631860762)",Humid,15
305524,605524,"(43.235541343, -108.109830353)",Snowy,27
305525,605525,"(31.827240407, -99.426770206)",Humid,23
305526,605526,"(41.56266102, -72.649840952)",Rainy,10
305527,605527,"(38.665510202, -80.712640135)",Cloudy,4
305528,605528,"(41.641040988001, -99.365720623)",Sunny,14
305529,605529,"(31.827240407, -99.426770206)",Sunny,30
305530,605530,"(31.312660644, -92.445680071)",Sunny,28
305531,605531,"(40.485010283, -88.997710178)",Cloudy,20
305532,605532,"(38.665510202, -80.712640135)",Cloudy,2
305533,605533,"(44.393191174, -89.816370742)",Cloudy,11
305534,605534,"(38.665510202, -80.712640135)",Cloudy,24
305535,605535,"(37.645970271, -84.774971048)",Cloudy,27
305536,605536,"(32.839681093, -83.627580346)",Humid,22
305537,605537,"(32.840571122, -86.631860762)",Rainy,14
305538,605538,"(39.290580964, -76.609260111)",Rainy,1
305539,605539,"(40.485010283, -88.997710178)",Rainy,-2
305540,605540,"(39.766910452, -86.149960194)",Rainy,19
305541,605541,"(46.355648736, -94.794200503)",Snowy,1
305542,605542,"(41.708280193, -71.522470314)",Sunny,5
305543,605543,"(34.86597028, -111.763811277)",Dry,30
305544,605544,"(32.839681093, -83.627580346)",Rainy,30
305545,605545,"(38.3477403, -98.200781227)",Rainy,8
305546,605546,"(34.86597028, -111.763811277)",Dry,32
305547,605547,"(38.890371385, -77.031961127)",Cloudy,8
305548,605548,"(39.360700171, -111.587130635)",Windy,25
305549,605549,"(38.665510202, -80.712640135)",Rainy,0
305550,605550,"(47.066528972, -109.424420645)",Cloudy,-7
305551,605551,"(40.485010283, -88.997710178)",Sunny,19
305552,605552,"(32.839681093, -83.627580346)",Sunny,22
305553,605553,"(39.290580964, -76.609260111)",Rainy,16
305554,605554,"(43.682630005, -114.363730042)",Snowy,3
305555,605555,"(38.665510202, -80.712640135)",Rainy,-8
305556,605556,"(33.998821303, -81.045371207)",Rainy,20
305557,605557,"(34.86597028, -111.763811277)",Hot,42
305558,605558,"(43.682630005, -114.363730042)",Snowy,14
305559,605559,"(38.890371385, -77.031961127)",Cloudy,25
305560,605560,"(39.008830667, -75.577741168)",Cloudy,1
305561,605561,"(40.793730152, -77.860700294)",Cloudy,-9
305562,605562,"(47.522278629, -120.47001079)",Cloudy,6
305563,605563,"(42.827001032, -75.543970427)",Sunny,0
305564,605564,"(34.748650124, -92.274490743)",Rainy,13
305565,605565,"(42.827001032, -75.543970427)",Sunny,-3
305566,605566,"(38.665510202, -80.712640135)",Sunny,14
305567,605567,"(31.827240407, -99.426770206)",Sunny,16
305568,605568,"(40.793730152, -77.860700294)",Cloudy,13
305569,605569,"(37.638640123, -120.999999538)",Foggy,36
305570,605570,"(40.485010283, -88.997710178)",Cloudy,-9
305571,605571,"(42.827001032, -75.543970427)",Cloudy,-3
305572,605572,"(34.86597028, -111.763811277)",Hot,37
305573,605573,"(38.890371385, -77.031961127)",Rainy,23
305574,605574,"(33.998821303, -81.045371207)",Humid,18
305575,605575,"(33.998821303, -81.045371207)",Sunny,15
305576,605576,"(40.060210141, -82.404260056)",Sunny,7
305577,605577,"(32.745510099, -89.538030825)",Sunny,34
305578,605578,"(35.472031356, -97.521070214)",Sunny,35
305579,605579,"(21.304850435, -157.857749403)",Sunny,20
305580,605580,"(32.839681093, -83.627580346)",Rainy,18
305581,605581,"(40.060210141, -82.404260056)",Sunny,-9
305582,605582,"(47.066528972, -109.424420645)",Cloudy,20
305583,605583,"(43.625381239, -72.517640791)",Sunny,12
305584,605584,"(31.827240407, -99.426770206)",Humid,31
305585,605585,"(38.665510202, -80.712640135)",Rainy,1
305586,605586,"(47.475319779, -100.118421049)",Snowy,14
305587,605587,"(42.27687047, -72.082690675)",Cloudy,12
305588,605588,"(37.638640123, -120.999999538)",Sunny,24
305589,605589,"(31.827240407, -99.426770206)",Sunny,39
305590,605590,"(35.68094058, -85.774490914)",Rainy,29
305591,605591,"(42.27687047, -72.082690675)",Snowy,4
305592,605592,"(38.3477403, -98.200781227)",Rainy,-9
305593,605593,"(47.475319779, -100.118421049)",Snowy,20
305594,605594,"(37.645970271, -84.774971048)",Cloudy,-7
305595,605595,"(44.567449424, -120.155031326)",Cloudy,13
305596,605596,"(44.353130053, -100.373530637)",Snowy,13
305597,605597,"(43.625381239, -72.517640791)",Rainy,0
305598,605598,"(38.843840757, -106.133610921)",Snowy,28
305599,605599,"(38.3477403, -98.200781227)",Rainy,27
305600,605600,"(64.845079957001, -147.722059036)",Foggy,-16
305601,605601,"(43.682630005, -114.363730042)",Sunny,2
305602,605602,"(64.845079957001, -147.722059036)",Cold,-18
305603,605603,"(39.008830667, -75.577741168)",Sunny,30
305604,605604,"(44.393191174, -89.816370742)",Snowy,24
305605,605605,"(47.475319779, -100.118421049)",Cold,-12
305606,605606,"(31.312660644, -92.445680071)",Rainy,32
305607,605607,"(46.355648736, -94.794200503)",Cloudy,21
305608,605608,"(40.130570048, -74.273691288)",Stormy,20
305609,605609,"(38.635790776, -92.566300053)",Sunny,-8
305610,605610,"(39.766910452, -86.149960194)",Sunny,4
305611,605611,"(41.708280193, -71.522470314)",Sunny,17
305612,605612,"(35.466220975, -79.159250463)",Sunny,9
305613,605613,"(44.353130053, -100.373530637)",Cloudy,19
305614,605614,"(32.745510099, -89.538030825)",Humid,22
305615,605615,"(43.655950113, -71.50036092)",Rainy,3
305616,605616,"(34.520880952, -106.240580985)",Rainy,15
305617,605617,"(32.839681093, -83.627580346)",Sunny,33
305618,605618,"(39.290580964, -76.609260111)",Sunny,3
305619,605619,"(64.845079957001, -147.722059036)",Cold,6
305620,605620,"(40.793730152, -77.860700294)",Cloudy,24
305621,605621,"(42.27687047, -72.082690675)",Snowy,10
305622,605622,"(44.567449424, -120.155031326)",Sunny,23
305623,605623,"(34.86597028, -111.763811277)",Dry,23
305624,605624,"(39.008830667, -75.577741168)",Sunny,22
305625,605625,"(38.635790776, -92.566300053)",Sunny,5
305626,605626,"(43.682630005, -114.363730042)",Sunny,16
305627,605627,"(21.304850435, -157.857749403)",Sunny,24
305628,605628,"(44.393191174, -89.816370742)",Sunny,-3
305629,605629,"(43.625381239, -72.517640791)",Rainy,22
305630,605630,"(41.708280193, -71.522470314)",Sunny,19
305631,605631,"(42.827001032, -75.543970427)",Sunny,8
305632,605632,"(39.360700171, -111.587130635)",Foggy,16
305633,605633,"(43.682630005, -114.363730042)",Sunny,0
305634,605634,"(38.635790776, -92.566300053)",Cloudy,2
305635,605635,"(39.008830667, -75.577741168)",Cloudy,7
305636,605636,"(37.645970271, -84.774971048)",Cloudy,17
305637,605637,"(31.312660644, -92.445680071)",Humid,34
305638,605638,"(43.625381239, -72.517640791)",Snowy,-5
305639,605639,"(41.56266102, -72.649840952)",Cloudy,12
305640,605640,"(41.56266102, -72.649840952)",Cloudy,27
305641,605641,"(40.130570048, -74.273691288)",Sunny,7
305642,605642,"(31.312660644, -92.445680071)",Humid,23
305643,605643,"(43.655950113, -71.50036092)",Sunny,1
305644,605644,"(43.625381239, -72.517640791)",Snowy,17
305645,605645,"(43.682630005, -114.363730042)",Cloudy,22
305646,605646,"(39.290580964, -76.609260111)",Rainy,32
305647,605647,"(38.890371385, -77.031961127)",Sunny,24
305648,605648,"(37.645970271, -84.774971048)",Cloudy,17
305649,605649,"(47.066528972, -109.424420645)",Cloudy,1
305650,605650,"(32.839681093, -83.627580346)",Rainy,33
305651,605651,"(39.008830667, -75.577741168)",Cloudy,20
305652,605652,"(44.567449424, -120.155031326)",Cloudy,6
305653,605653,"(47.475319779, -100.118421049)",Snowy,-12
305654,605654,"(43.655950113, -71.50036092)",Rainy,-6
305655,605655,"(40.793730152, -77.860700294)",Rainy,15
305656,605656,"(47.522278629, -120.47001079)",Foggy,9
305657,605657,"(38.3477403, -98.200781227)",Sunny,28
305658,605658,"(46.355648736, -94.794200503)",Snowy,-2
305659,605659,"(64.845079957001, -147.722059036)",Foggy,12
305660,605660,"(47.066528972, -109.424420645)",Cloudy,19
305661,605661,"(47.066528972, -109.424420645)",Snowy,20
305662,605662,"(47.066528972, -109.424420645)",Snowy,-2
305663,605663,"(44.353130053, -100.373530637)",Cloudy,-2
305664,605664,"(47.066528972, -109.424420645)",Cloudy,24
305665,605665,"(37.542680674, -78.457890463)",Sunny,7
305666,605666,"(39.49324039, -117.071840564)",Hot,15
305667,605667,"(45.254228894001, -68.985031336)",Snowy,13
305668,605668,"(44.661319543001, -84.71439027)",Cloudy,-3
305669,605669,"(40.485010283, -88.997710178)",Sunny,26
305670,605670,"(32.839681093, -83.627580346)",Sunny,25
305671,605671,"(21.304850435, -157.857749403)",Sunny,22
305672,605672,"(32.839681093, -83.627580346)",Sunny,15
305673,605673,"(44.567449424, -120.155031326)",Sunny,20
305674,605674,"(34.748650124, -92.274490743)",Rainy,26
305675,605675,"(37.542680674, -78.457890463)",Sunny,24
305676,605676,"(32.839681093, -83.627580346)",Rainy,27
305677,605677,"(34.748650124, -92.274490743)",Rainy,28
305678,605678,"(43.655950113, -71.50036092)",Sunny,18
305679,605679,"(46.355648736, -94.794200503)",Snowy,18
305680,605680,"(39.766910452, -86.149960194)",Rainy,4
305681,605681,"(44.567449424, -120.155031326)",Rainy,14
305682,605682,"(34.520880952, -106.240580985)",Sunny,31
305683,605683,"(43.682630005, -114.363730042)",Snowy,24
305684,605684,"(32.840571122, -86.631860762)",Sunny,28
305685,605685,"(32.840571122, -86.631860762)",Rainy,21
305686,605686,"(32.840571122, -86.631860762)",Sunny,10
305687,605687,"(39.290580964, -76.609260111)",Rainy,30
305688,605688,"(43.682630005, -114.363730042)",Cloudy,25
305689,605689,"(37.645970271, -84.774971048)",Sunny,-3
305690,605690,"(34.520880952, -106.240580985)",Rainy,11
305691,605691,"(38.3477403, -98.200781227)",Rainy,21
305692,605692,"(46.355648736, -94.794200503)",Sunny,-7
305693,605693,"(45.254228894001, -68.985031336)",Snowy,24
305694,605694,"(34.520880952, -106.240580985)",Cloudy,12
305695,605695,"(38.890371385, -77.031961127)",Rainy,33
305696,605696,"(39.49324039, -117.071840564)",Hot,22
305697,605697,"(43.235541343, -108.109830353)",Sunny,10
305698,605698,"(34.748650124, -92.274490743)",Rainy,25
305699,605699,"(40.060210141, -82.404260056)",Cloudy,-2
305700,605700,"(43.625381239, -72.517640791)",Rainy,-8
305701,605701,"(38.843840757, -106.133610921)",Sunny,27
305702,605702,"(43.235541343, -108.109830353)",Snowy,-9
305703,605703,"(38.635790776, -92.566300053)",Rainy,22
305704,605704,"(44.353130053, -100.373530637)",Snowy,2
305705,605705,"(37.638640123, -120.999999538)",Cloudy,24
305706,605706,"(39.008830667, -75.577741168)",Rainy,18
305707,605707,"(28.932040377, -81.928960539)",Sunny,40
305708,605708,"(32.839681093, -83.627580346)",Humid,22
305709,605709,"(42.827001032, -75.543970427)",Sunny,18
305710,605710,"(39.360700171, -111.587130635)",Snowy,9
305711,605711,"(43.235541343, -108.109830353)",Cloudy,9
305712,605712,"(35.472031356, -97.521070214)",Cloudy,18
305713,605713,"(44.353130053, -100.373530637)",Cloudy,-5
305714,605714,"(46.355648736, -94.794200503)",Windy,-1
305715,605715,"(44.353130053, -100.373530637)",Sunny,12
305716,605716,"(34.748650124, -92.274490743)",Rainy,7
305717,605717,"(43.655950113, -71.50036092)",Sunny,-6
305718,605718,"(47.522278629, -120.47001079)",Rainy,18
305719,605719,"(40.485010283, -88.997710178)",Rainy,-1
305720,605720,"(41.641040988001, -99.365720623)",Sunny,24
305721,605721,"(33.998821303, -81.045371207)",Humid,18
305722,605722,"(31.312660644, -92.445680071)",Rainy,26
305723,605723,"(38.665510202, -80.712640135)",Sunny,26
305724,605724,"(38.890371385, -77.031961127)",Rainy,31
305725,605725,"(31.312660644, -92.445680071)",Rainy,26
305726,605726,"(32.745510099, -89.538030825)",Sunny,18
305727,605727,"(43.682630005, -114.363730042)",Cloudy,0
305728,605728,"(43.682630005, -114.363730042)",Snowy,20
305729,605729,"(39.008830667, -75.577741168)",Rainy,3
305730,605730,"(44.567449424, -120.155031326)",Rainy,27
305731,605731,"(40.485010283, -88.997710178)",Cloudy,0
305732,605732,"(43.682630005, -114.363730042)",Snowy,22
305733,605733,"(35.466220975, -79.159250463)",Rainy,8
305734,605734,"(46.355648736, -94.794200503)",Snowy,29
305735,605735,"(41.56266102, -72.649840952)",Rainy,29
305736,605736,"(34.748650124, -92.274490743)",Sunny,17
305737,605737,"(35.68094058, -85.774490914)",Rainy,35
305738,605738,"(39.008830667, -75.577741168)",Rainy,12
305739,605739,"(41.708280193, -71.522470314)",Rainy,30
305740,605740,"(43.682630005, -114.363730042)",Snowy,15
305741,605741,"(43.235541343, -108.109830353)",Cloudy,-2
305742,605742,"(39.290580964, -76.609260111)",Rainy,28
305743,605743,"(33.998821303, -81.045371207)",Rainy,31
305744,605744,"(41.56266102, -72.649840952)",Sunny,26
305745,605745,"(38.3477403, -98.200781227)",Rainy,10
305746,605746,"(40.130570048, -74.273691288)",Cloudy,1
305747,605747,"(28.932040377, -81.928960539)",Humid,25
305748,605748,"(31.827240407, -99.426770206)",Sunny,22
305749,605749,"(38.3477403, -98.200781227)",Sunny,0
305750,605750,"(38.665510202, -80.712640135)",Sunny,21
305751,605751,"(35.472031356, -97.521070214)",Stormy,11
305752,605752,"(41.708280193, -71.522470314)",Rainy,4
305753,605753,"(39.290580964, -76.609260111)",Cloudy,12
305754,605754,"(42.827001032, -75.543970427)",Sunny,11
305755,605755,"(45.254228894001, -68.985031336)",Sunny,24
305756,605756,"(37.638640123, -120.999999538)",Sunny,31
305757,605757,"(32.745510099, -89.538030825)",Rainy,19
305758,605758,"(43.235541343, -108.109830353)",Snowy,15
305759,605759,"(32.840571122, -86.631860762)",Humid,28
305760,605760,"(44.353130053, -100.373530637)",Sunny,29
305761,605761,"(44.567449424, -120.155031326)",Rainy,18
305762,605762,"(41.641040988001, -99.365720623)",Rainy,6
305763,605763,"(37.638640123, -120.999999538)",Sunny,25
305764,605764,"(40.793730152, -77.860700294)",Cloudy,27
305765,605765,"(64.845079957001, -147.722059036)",Cold,-15
305766,605766,"(34.86597028, -111.763811277)",Hot,24
305767,605767,"(41.641040988001, -99.365720623)",Sunny,18
305768,605768,"(39.360700171, -111.587130635)",Windy,29
305769,605769,"(44.661319543001, -84.71439027)",Cloudy,0
305770,605770,"(41.56266102, -72.649840952)",Cloudy,3
305771,605771,"(42.469400913, -93.816490556)",Sunny,30
305772,605772,"(47.522278629, -120.47001079)",Foggy,17
305773,605773,"(31.827240407, -99.426770206)",Humid,19
305774,605774,"(40.060210141, -82.404260056)",Sunny,-2
305775,605775,"(43.655950113, -71.50036092)",Sunny,23
305776,605776,"(46.355648736, -94.794200503)",Snowy,-1
305777,605777,"(38.3477403, -98.200781227)",Sunny,3
305778,605778,"(41.708280193, -71.522470314)",Sunny,24
305779,605779,"(46.355648736, -94.794200503)",Windy,29
305780,605780,"(38.890371385, -77.031961127)",Rainy,0
305781,605781,"(47.475319779, -100.118421049)",Sunny,1
305782,605782,"(43.682630005, -114.363730042)",Sunny,8
305783,605783,"(45.254228894001, -68.985031336)",Rainy,-2
305784,605784,"(44.567449424, -120.155031326)",Cloudy,13
305785,605785,"(40.130570048, -74.273691288)",Cloudy,26
305786,605786,"(32.745510099, -89.538030825)",Rainy,22
305787,605787,"(40.793730152, -77.860700294)",Snowy,-4
305788,605788,"(40.130570048, -74.273691288)",Cloudy,21
305789,605789,"(46.355648736, -94.794200503)",Cloudy,-4
305790,605790,"(43.655950113, -71.50036092)",Sunny,24
305791,605791,"(47.522278629, -120.47001079)",Cloudy,25
305792,605792,"(34.520880952, -106.240580985)",Rainy,21
305793,605793,"(39.766910452, -86.149960194)",Sunny,17
305794,605794,"(41.708280193, -71.522470314)",Sunny,20
305795,605795,"(40.060210141, -82.404260056)",Snowy,19
305796,605796,"(43.682630005, -114.363730042)",Sunny,-4
305797,605797,"(38.3477403, -98.200781227)",Rainy,23
305798,605798,"(42.469400913, -93.816490556)",Sunny,1
305799,605799,"(21.304850435, -157.857749403)",Rainy,29
305800,605800,"(41.56266102, -72.649840952)",Sunny,15
305801,605801,"(64.845079957001, -147.722059036)",Foggy,-14
305802,605802,"(43.682630005, -114.363730042)",Snowy,19
305803,605803,"(32.745510099, -89.538030825)",Humid,34
305804,605804,"(39.766910452, -86.149960194)",Rainy,15
305805,605805,"(43.682630005, -114.363730042)",Sunny,2
305806,605806,"(44.353130053, -100.373530637)",Snowy,-10
305807,605807,"(39.360700171, -111.587130635)",Sunny,17
305808,605808,"(45.254228894001, -68.985031336)",Sunny,-16
305809,605809,"(47.066528972, -109.424420645)",Sunny,1
305810,605810,"(33.998821303, -81.045371207)",Humid,12
305811,605811,"(32.839681093, -83.627580346)",Rainy,16
305812,605812,"(21.304850435, -157.857749403)",Sunny,29
305813,605813,"(42.27687047, -72.082690675)",Sunny,-9
305814,605814,"(39.290580964, -76.609260111)",Cloudy,31
305815,605815,"(42.27687047, -72.082690675)",Sunny,14
305816,605816,"(34.748650124, -92.274490743)",Rainy,6
305817,605817,"(41.56266102, -72.649840952)",Sunny,25
305818,605818,"(37.645970271, -84.774971048)",Rainy,22
305819,605819,"(43.655950113, -71.50036092)",Rainy,-7
305820,605820,"(44.661319543001, -84.71439027)",Snowy,7
305821,605821,"(41.641040988001, -99.365720623)",Rainy,24
305822,605822,"(41.56266102, -72.649840952)",Rainy,16
305823,605823,"(41.56266102, -72.649840952)",Sunny,16
305824,605824,"(38.843840757, -106.133610921)",Snowy,12
305825,605825,"(33.998821303, -81.045371207)",Sunny,17
305826,605826,"(38.843840757, -106.133610921)",Rainy,17
305827,605827,"(31.312660644, -92.445680071)",Sunny,22
305828,605828,"(44.353130053, -100.373530637)",Cloudy,-14
305829,605829,"(37.542680674, -78.457890463)",Rainy,30
305830,605830,"(43.625381239, -72.517640791)",Snowy,23
305831,605831,"(39.008830667, -75.577741168)",Rainy,30
305832,605832,"(35.472031356, -97.521070214)",Sunny,23
305833,605833,"(39.766910452, -86.149960194)",Rainy,-10
305834,605834,"(35.472031356, -97.521070214)",Stormy,14
305835,605835,"(31.827240407, -99.426770206)",Sunny,17
305836,605836,"(37.542680674, -78.457890463)",Cloudy,4
305837,605837,"(37.638640123, -120.999999538)",Cloudy,21
305838,605838,"(42.27687047, -72.082690675)",Snowy,22
305839,605839,"(39.766910452, -86.149960194)",Cloudy,16
305840,605840,"(47.066528972, -109.424420645)",Snowy,17
305841,605841,"(41.56266102, -72.649840952)",Rainy,10
305842,605842,"(33.998821303, -81.045371207)",Rainy,15
305843,605843,"(44.567449424, -120.155031326)",Rainy,19
305844,605844,"(40.793730152, -77.860700294)",Snowy,-3
305845,605845,"(28.932040377, -81.928960539)",Sunny,16
305846,605846,"(39.49324039, -117.071840564)",Dry,31
305847,605847,"(28.932040377, -81.928960539)",Sunny,27
305848,605848,"(64.845079957001, -147.722059036)",Snowy,-15
305849,605849,"(21.304850435, -157.857749403)",Sunny,21
305850,605850,"(40.130570048, -74.273691288)",Rainy,13
305851,605851,"(44.661319543001, -84.71439027)",Snowy,30
305852,605852,"(43.655950113, -71.50036092)",Snowy,-4
305853,605853,"(35.472031356, -97.521070214)",Sunny,31
305854,605854,"(32.840571122, -86.631860762)",Rainy,12
305855,605855,"(43.235541343, -108.109830353)",Sunny,18
305856,605856,"(44.353130053, -100.373530637)",Snowy,-3
305857,605857,"(39.008830667, -75.577741168)",Cloudy,25
305858,605858,"(39.766910452, -86.149960194)",Sunny,9
305859,605859,"(39.766910452, -86.149960194)",Rainy,5
305860,605860,"(44.353130053, -100.373530637)",Cloudy,24
305861,605861,"(39.008830667, -75.577741168)",Rainy,9
305862,605862,"(37.645970271, -84.774971048)",Rainy,2
305863,605863,"(47.066528972, -109.424420645)",Cloudy,9
305864,605864,"(40.060210141, -82.404260056)",Snowy,11
305865,605865,"(40.130570048, -74.273691288)",Sunny,9
305866,605866,"(40.060210141, -82.404260056)",Sunny,23
305867,605867,"(40.793730152, -77.860700294)",Cloudy,14
305868,605868,"(38.3477403, -98.200781227)",Sunny,1
305869,605869,"(47.066528972, -109.424420645)",Snowy,20
305870,605870,"(42.27687047, -72.082690675)",Rainy,-9
305871,605871,"(35.466220975, -79.159250463)",Sunny,32
305872,605872,"(37.645970271, -84.774971048)",Rainy,-9
305873,605873,"(33.998821303, -81.045371207)",Humid,28
305874,605874,"(43.625381239, -72.517640791)",Snowy,28
305875,605875,"(44.393191174, -89.816370742)",Cloudy,-13
305876,605876,"(33.998821303, -81.045371207)",Rainy,19
305877,605877,"(34.520880952, -106.240580985)",Cloudy,17
305878,605878,"(40.130570048, -74.273691288)",Stormy,0
305879,605879,"(39.360700171, -111.587130635)",Snowy,0
305880,605880,"(31.827240407, -99.426770206)",Humid,40
305881,605881,"(45.254228894001, -68.985031336)",Sunny,11
305882,605882,"(44.661319543001, -84.71439027)",Rainy,20
305883,605883,"(32.839681093, -83.627580346)",Sunny,25
305884,605884,"(43.235541343, -108.109830353)",Cloudy,27
305885,605885,"(38.890371385, -77.031961127)",Sunny,7
305886,605886,"(47.475319779, -100.118421049)",Snowy,-17
305887,605887,"(44.353130053, -100.373530637)",Cloudy,15
305888,605888,"(34.748650124, -92.274490743)",Rainy,21
305889,605889,"(35.466220975, -79.159250463)",Cloudy,34
305890,605890,"(44.567449424, -120.155031326)",Rainy,24
305891,605891,"(21.304850435, -157.857749403)",Sunny,22
305892,605892,"(41.641040988001, -99.365720623)",Rainy,26
305893,605893,"(32.840571122, -86.631860762)",Rainy,23
305894,605894,"(41.708280193, -71.522470314)",Rainy,19
305895,605895,"(47.522278629, -120.47001079)",Foggy,11
305896,605896,"(43.235541343, -108.109830353)",Sunny,25
305897,605897,"(40.485010283, -88.997710178)",Rainy,24
305898,605898,"(35.472031356, -97.521070214)",Stormy,25
305899,605899,"(41.641040988001, -99.365720623)",Sunny,16
305900,605900,"(47.066528972, -109.424420645)",Sunny,-15
305901,605901,"(39.360700171, -111.587130635)",Foggy,3
305902,605902,"(28.932040377, -81.928960539)",Rainy,33
305903,605903,"(35.466220975, -79.159250463)",Rainy,9
305904,605904,"(40.793730152, -77.860700294)",Rainy,14
305905,605905,"(47.066528972, -109.424420645)",Snowy,1
305906,605906,"(39.360700171, -111.587130635)",Snowy,18
305907,605907,"(43.682630005, -114.363730042)",Snowy,28
305908,605908,"(31.827240407, -99.426770206)",Sunny,40
305909,605909,"(38.890371385, -77.031961127)",Sunny,33
305910,605910,"(38.665510202, -80.712640135)",Cloudy,-8
305911,605911,"(64.845079957001, -147.722059036)",Foggy,-6
305912,605912,"(35.472031356, -97.521070214)",Cloudy,26
305913,605913,"(32.745510099, -89.538030825)",Rainy,17
305914,605914,"(33.998821303, -81.045371207)",Rainy,33
305915,605915,"(37.645970271, -84.774971048)",Cloudy,0
305916,605916,"(38.843840757, -106.133610921)",Rainy,25
305917,605917,"(44.353130053, -100.373530637)",Cloudy,23
305918,605918,"(35.466220975, -79.159250463)",Sunny,12
305919,605919,"(39.766910452, -86.149960194)",Cloudy,13
305920,605920,"(40.793730152, -77.860700294)",Rainy,20
305921,605921,"(32.840571122, -86.631860762)",Rainy,25
305922,605922,"(39.49324039, -117.071840564)",Dry,30
305923,605923,"(40.485010283, -88.997710178)",Rainy,25
305924,605924,"(35.472031356, -97.521070214)",Stormy,27
305925,605925,"(42.27687047, -72.082690675)",Rainy,-4
305926,605926,"(32.839681093, -83.627580346)",Humid,23
305927,605927,"(32.840571122, -86.631860762)",Sunny,19
305928,605928,"(32.745510099, -89.538030825)",Sunny,24
305929,605929,"(35.466220975, -79.159250463)",Rainy,10
305930,605930,"(41.708280193, -71.522470314)",Rainy,19
305931,605931,"(42.469400913, -93.816490556)",Cloudy,21
305932,605932,"(39.360700171, -111.587130635)",Windy,16
305933,605933,"(46.355648736, -94.794200503)",Snowy,2
305934,605934,"(35.466220975, -79.159250463)",Sunny,24
305935,605935,"(44.661319543001, -84.71439027)",Snowy,28
305936,605936,"(38.635790776, -92.566300053)",Cloudy,2
305937,605937,"(41.56266102, -72.649840952)",Cloudy,7
305938,605938,"(42.469400913, -93.816490556)",Sunny,15
305939,605939,"(46.355648736, -94.794200503)",Snowy,-3
305940,605940,"(37.542680674, -78.457890463)",Rainy,15
305941,605941,"(40.793730152, -77.860700294)",Snowy,22
305942,605942,"(38.843840757, -106.133610921)",Snowy,17
305943,605943,"(37.542680674, -78.457890463)",Cloudy,34
305944,605944,"(34.748650124, -92.274490743)",Sunny,10
305945,605945,"(37.638640123, -120.999999538)",Foggy,23
305946,605946,"(43.682630005, -114.363730042)",Cloudy,-8
305947,605947,"(41.708280193, -71.522470314)",Cloudy,1
305948,605948,"(34.86597028, -111.763811277)",Hot,41
305949,605949,"(64.845079957001, -147.722059036)",Foggy,0
305950,605950,"(44.567449424, -120.155031326)",Cloudy,22
305951,605951,"(42.27687047, -72.082690675)",Rainy,17
305952,605952,"(34.86597028, -111.763811277)",Dry,35
305953,605953,"(38.3477403, -98.200781227)",Sunny,3
305954,605954,"(31.827240407, -99.426770206)",Sunny,23
305955,605955,"(39.360700171, -111.587130635)",Foggy,22
305956,605956,"(34.748650124, -92.274490743)",Rainy,25
305957,605957,"(31.827240407, -99.426770206)",Sunny,16
305958,605958,"(39.766910452, -86.149960194)",Cloudy,20
305959,605959,"(35.68094058, -85.774490914)",Sunny,26
305960,605960,"(38.890371385, -77.031961127)",Cloudy,3
305961,605961,"(34.86597028, -111.763811277)",Hot,20
305962,605962,"(31.312660644, -92.445680071)",Humid,33
305963,605963,"(32.840571122, -86.631860762)",Humid,18
305964,605964,"(39.008830667, -75.577741168)",Sunny,24
305965,605965,"(31.827240407, -99.426770206)",Rainy,24
305966,605966,"(44.567449424, -120.155031326)",Sunny,19
305967,605967,"(34.520880952, -106.240580985)",Sunny,15
305968,605968,"(42.469400913, -93.816490556)",Rainy,16
305969,605969,"(43.655950113, -71.50036092)",Sunny,18
305970,605970,"(32.840571122, -86.631860762)",Humid,35
305971,605971,"(31.312660644, -92.445680071)",Rainy,27
305972,605972,"(21.304850435, -157.857749403)",Sunny,20
305973,605973,"(38.843840757, -106.133610921)",Rainy,12
305974,605974,"(21.304850435, -157.857749403)",Rainy,24
305975,605975,"(41.708280193, -71.522470314)",Sunny,22
305976,605976,"(34.86597028, -111.763811277)",Hot,22
305977,605977,"(47.522278629, -120.47001079)",Cloudy,16
