D_ID,P_ID,Ethnicity,Income
157092,7192,Other,"$35,000 - $49,999"
157093,7193,Native American,"$35,000 - $49,999"
157094,7194,Pacific Islander,"$75,000 or greater"
157095,7195,Hispanic,"$25,000 - $34,999"
157096,7196,Black,"$75,000 or greater"
157097,7197,Black,"Less than $15,000"
157098,7198,Native American,"$25,000 - $34,999"
157099,7199,Asian,Unemployed
157100,7200,Native American,"$35,000 - $49,999"
157101,7201,White,Unemployed
157102,7202,Other,Unemployed
157103,7203,Black,"$25,000 - $34,999"
157104,7204,Native American,"$35,000 - $49,999"
157105,7205,White,"$50,000 - $74,999"
157106,7206,Other,"$75,000 or greater"
157107,7207,Native American,Unemployed
157108,7208,Other,"$35,000 - $49,999"
157109,7209,Pacific Islander,Unemployed
157110,7210,White,"Less than $15,000"
157111,7211,Other,"$75,000 or greater"
157112,7212,Pacific Islander,"$25,000 - $34,999"
157113,7213,Black,"$75,000 or greater"
157114,7214,Other,"Less than $15,000"
157115,7215,Hispanic,"$50,000 - $74,999"
157116,7216,Native American,"$35,000 - $49,999"
157117,7217,Pacific Islander,Unemployed
157118,7218,Native American,"$75,000 or greater"
157119,7219,Asian,"$25,000 - $34,999"
157120,7220,White,"$25,000 - $34,999"
157121,7221,Pacific Islander,"$50,000 - $74,999"
157122,7222,Pacific Islander,"$15,000 - $24,999"
157123,7223,White,"$75,000 or greater"
157124,7224,Asian,Unemployed
157125,7225,Black,"$25,000 - $34,999"
157126,7226,Other,"$25,000 - $34,999"
157127,7227,Other,"$50,000 - $74,999"
157128,7228,Hispanic,"$25,000 - $34,999"
157129,7229,Black,Unemployed
157130,7230,Asian,"$75,000 or greater"
157131,7231,Pacific Islander,"$15,000 - $24,999"
157132,7232,Other,"$25,000 - $34,999"
157133,7233,Hispanic,"$50,000 - $74,999"
157134,7234,Other,"$50,000 - $74,999"
157135,7235,Asian,"$35,000 - $49,999"
157136,7236,Pacific Islander,"$50,000 - $74,999"
157137,7237,Other,"$75,000 or greater"
157138,7238,Hispanic,"Less than $15,000"
157139,7239,Hispanic,"$75,000 or greater"
157140,7240,Asian,Unemployed
157141,7241,Native American,"Less than $15,000"
157142,7242,Asian,"$25,000 - $34,999"
157143,7243,Other,"$35,000 - $49,999"
157144,7244,Black,"$50,000 - $74,999"
157145,7245,Hispanic,"$15,000 - $24,999"
157146,7246,Pacific Islander,"Less than $15,000"
157147,7247,White,"$25,000 - $34,999"
157148,7248,White,"$15,000 - $24,999"
157149,7249,Other,"$75,000 or greater"
157150,7250,Pacific Islander,"Less than $15,000"
157151,7251,White,"$25,000 - $34,999"
157152,7252,Pacific Islander,"$75,000 or greater"
157153,7253,Pacific Islander,"$35,000 - $49,999"
157154,7254,Other,"$35,000 - $49,999"
157155,7255,Asian,Unemployed
157156,7256,Native American,"$15,000 - $24,999"
157157,7257,Black,"Less than $15,000"
157158,7258,Hispanic,Unemployed
157159,7259,Asian,"$75,000 or greater"
157160,7260,Native American,Unemployed
157161,7261,White,"$15,000 - $24,999"
157162,7262,Native American,"Less than $15,000"
157163,7263,Black,"$75,000 or greater"
157164,7264,Pacific Islander,Unemployed
157165,7265,Native American,"Less than $15,000"
157166,7266,Native American,"$25,000 - $34,999"
157167,7267,Asian,"$35,000 - $49,999"
157168,7268,Hispanic,"$50,000 - $74,999"
157169,7269,Native American,"Less than $15,000"
157170,7270,Asian,"$50,000 - $74,999"
157171,7271,Black,"$75,000 or greater"
157172,7272,Pacific Islander,"$50,000 - $74,999"
157173,7273,Pacific Islander,Unemployed
157174,7274,White,"$75,000 or greater"
157175,7275,Black,Unemployed
157176,7276,Other,Unemployed
157177,7277,Pacific Islander,"$75,000 or greater"
157178,7278,Other,"$75,000 or greater"
157179,7279,White,Unemployed
157180,7280,Asian,Unemployed
157181,7281,Pacific Islander,"$15,000 - $24,999"
157182,7282,Pacific Islander,"$25,000 - $34,999"
157183,7283,Native American,"$75,000 or greater"
157184,7284,Native American,"$50,000 - $74,999"
157185,7285,Black,"$50,000 - $74,999"
157186,7286,Hispanic,Unemployed
157187,7287,Black,"$35,000 - $49,999"
157188,7288,Other,"Less than $15,000"
157189,7289,Asian,"$25,000 - $34,999"
157190,7290,Black,"Less than $15,000"
157191,7291,Black,"$15,000 - $24,999"
157192,7292,Asian,"$25,000 - $34,999"
157193,7293,White,"$15,000 - $24,999"
157194,7294,Hispanic,"$50,000 - $74,999"
157195,7295,Other,Unemployed
157196,7296,Other,"$25,000 - $34,999"
157197,7297,White,"$75,000 or greater"
157198,7298,Asian,"Less than $15,000"
157199,7299,Pacific Islander,"$50,000 - $74,999"
157200,7300,Black,"$50,000 - $74,999"
157201,7301,Native American,"$15,000 - $24,999"
157202,7302,Pacific Islander,"Less than $15,000"
157203,7303,Other,"$15,000 - $24,999"
157204,7304,Hispanic,Unemployed
157205,7305,Hispanic,"$25,000 - $34,999"
157206,7306,Black,Unemployed
157207,7307,Asian,Unemployed
157208,7308,Hispanic,"$50,000 - $74,999"
157209,7309,Pacific Islander,"$35,000 - $49,999"
157210,7310,Asian,"$75,000 or greater"
157211,7311,Hispanic,"$35,000 - $49,999"
157212,7312,White,Unemployed
157213,7313,White,Unemployed
157214,7314,Asian,"Less than $15,000"
157215,7315,Asian,"Less than $15,000"
157216,7316,White,"$15,000 - $24,999"
157217,7317,White,"$15,000 - $24,999"
157218,7318,Other,"$25,000 - $34,999"
157219,7319,Pacific Islander,"$50,000 - $74,999"
157220,7320,Hispanic,Unemployed
157221,7321,Native American,"$50,000 - $74,999"
157222,7322,Other,"$25,000 - $34,999"
157223,7323,Asian,"$50,000 - $74,999"
157224,7324,Native American,"$25,000 - $34,999"
157225,7325,Native American,Unemployed
157226,7326,Asian,"$15,000 - $24,999"
157227,7327,White,"$75,000 or greater"
157228,7328,Pacific Islander,"Less than $15,000"
157229,7329,Other,Unemployed
157230,7330,Other,"$50,000 - $74,999"
157231,7331,Other,"Less than $15,000"
157232,7332,White,"$50,000 - $74,999"
157233,7333,Asian,"$50,000 - $74,999"
157234,7334,Asian,"$50,000 - $74,999"
157235,7335,Native American,"$50,000 - $74,999"
157236,7336,Hispanic,"$35,000 - $49,999"
157237,7337,Native American,"$50,000 - $74,999"
157238,7338,Asian,"Less than $15,000"
157239,7339,Pacific Islander,"$50,000 - $74,999"
157240,7340,Pacific Islander,"$15,000 - $24,999"
157241,7341,Native American,"$15,000 - $24,999"
157242,7342,Asian,"$50,000 - $74,999"
157243,7343,White,Unemployed
157244,7344,Native American,"$75,000 or greater"
157245,7345,Other,"Less than $15,000"
157246,7346,Native American,Unemployed
157247,7347,Native American,"$75,000 or greater"
157248,7348,Pacific Islander,"$35,000 - $49,999"
157249,7349,Other,"$35,000 - $49,999"
157250,7350,Asian,"Less than $15,000"
157251,7351,White,"$15,000 - $24,999"
157252,7352,Asian,"$25,000 - $34,999"
157253,7353,Native American,"Less than $15,000"
157254,7354,Native American,"Less than $15,000"
157255,7355,Asian,"$35,000 - $49,999"
157256,7356,Native American,"$75,000 or greater"
157257,7357,Other,"$75,000 or greater"
157258,7358,Black,"$15,000 - $24,999"
157259,7359,White,"Less than $15,000"
157260,7360,Pacific Islander,"Less than $15,000"
157261,7361,Pacific Islander,"$25,000 - $34,999"
157262,7362,Black,"$50,000 - $74,999"
157263,7363,Asian,Unemployed
157264,7364,Native American,Unemployed
157265,7365,Hispanic,Unemployed
157266,7366,White,"Less than $15,000"
157267,7367,Black,"$25,000 - $34,999"
157268,7368,Asian,"$15,000 - $24,999"
157269,7369,Other,"$75,000 or greater"
157270,7370,Asian,"$35,000 - $49,999"
157271,7371,Hispanic,"$15,000 - $24,999"
157272,7372,Hispanic,"$15,000 - $24,999"
157273,7373,Black,"$25,000 - $34,999"
157274,7374,Pacific Islander,"$15,000 - $24,999"
157275,7375,Pacific Islander,"$50,000 - $74,999"
157276,7376,White,Unemployed
157277,7377,Hispanic,Unemployed
157278,7378,Other,Unemployed
157279,7379,Black,"$35,000 - $49,999"
157280,7380,Hispanic,"$35,000 - $49,999"
157281,7381,Other,"Less than $15,000"
157282,7382,Other,"$15,000 - $24,999"
157283,7383,Other,"$15,000 - $24,999"
157284,7384,Other,"$25,000 - $34,999"
157285,7385,Pacific Islander,"$25,000 - $34,999"
157286,7386,Pacific Islander,"$25,000 - $34,999"
157287,7387,Asian,"$35,000 - $49,999"
157288,7388,Pacific Islander,"$75,000 or greater"
157289,7389,Other,"$75,000 or greater"
157290,7390,Black,Unemployed
157291,7391,Black,"$35,000 - $49,999"
157292,7392,Native American,"$25,000 - $34,999"
157293,7393,White,"$15,000 - $24,999"
157294,7394,Other,"$15,000 - $24,999"
157295,7395,Pacific Islander,"$15,000 - $24,999"
157296,7396,Black,"Less than $15,000"
157297,7397,Black,"$35,000 - $49,999"
157298,7398,Other,"Less than $15,000"
157299,7399,Native American,"$15,000 - $24,999"
157300,7400,Black,"$75,000 or greater"
157301,7401,Black,"Less than $15,000"
157302,7402,Native American,"$50,000 - $74,999"
157303,7403,Hispanic,"$75,000 or greater"
157304,7404,Asian,"$15,000 - $24,999"
157305,7405,Pacific Islander,"$15,000 - $24,999"
157306,7406,Hispanic,"$50,000 - $74,999"
157307,7407,Other,"$50,000 - $74,999"
157308,7408,Other,"Less than $15,000"
157309,7409,Asian,"$50,000 - $74,999"
157310,7410,Pacific Islander,"$25,000 - $34,999"
157311,7411,Asian,Unemployed
157312,7412,Other,"$50,000 - $74,999"
157313,7413,Other,"$35,000 - $49,999"
157314,7414,Other,"$35,000 - $49,999"
157315,7415,Black,"$75,000 or greater"
157316,7416,Asian,Unemployed
157317,7417,White,"$15,000 - $24,999"
157318,7418,Hispanic,Unemployed
157319,7419,White,Unemployed
157320,7420,Hispanic,"$25,000 - $34,999"
157321,7421,Pacific Islander,"Less than $15,000"
157322,7422,Native American,"$50,000 - $74,999"
157323,7423,Other,"Less than $15,000"
157324,7424,White,Unemployed
157325,7425,Native American,Unemployed
157326,7426,Pacific Islander,"$25,000 - $34,999"
157327,7427,Black,"$75,000 or greater"
157328,7428,Pacific Islander,"$35,000 - $49,999"
157329,7429,Hispanic,Unemployed
157330,7430,White,"$25,000 - $34,999"
157331,7431,Native American,"$75,000 or greater"
157332,7432,Hispanic,"$15,000 - $24,999"
157333,7433,Other,"$25,000 - $34,999"
157334,7434,Native American,Unemployed
157335,7435,White,"Less than $15,000"
157336,7436,Native American,"$25,000 - $34,999"
157337,7437,White,"$75,000 or greater"
157338,7438,White,"$75,000 or greater"
157339,7439,Pacific Islander,"$35,000 - $49,999"
157340,7440,Black,"$35,000 - $49,999"
157341,7441,White,"Less than $15,000"
157342,7442,Native American,Unemployed
157343,7443,Asian,"$15,000 - $24,999"
157344,7444,Asian,"$50,000 - $74,999"
157345,7445,Black,"$35,000 - $49,999"
157346,7446,Other,"$50,000 - $74,999"
157347,7447,Other,"$15,000 - $24,999"
157348,7448,Pacific Islander,"$75,000 or greater"
157349,7449,Asian,"$25,000 - $34,999"
157350,7450,Hispanic,"$25,000 - $34,999"
157351,7451,Black,"$35,000 - $49,999"
157352,7452,Hispanic,"Less than $15,000"
157353,7453,White,"$35,000 - $49,999"
157354,7454,Asian,"$75,000 or greater"
157355,7455,Asian,"$50,000 - $74,999"
157356,7456,Hispanic,"$50,000 - $74,999"
157357,7457,Asian,"$15,000 - $24,999"
157358,7458,Native American,"$15,000 - $24,999"
157359,7459,Native American,"Less than $15,000"
157360,7460,Pacific Islander,"$35,000 - $49,999"
157361,7461,Native American,"$15,000 - $24,999"
157362,7462,White,"$50,000 - $74,999"
157363,7463,Pacific Islander,"$25,000 - $34,999"
157364,7464,Hispanic,"$25,000 - $34,999"
157365,7465,Other,"Less than $15,000"
157366,7466,Pacific Islander,"$35,000 - $49,999"
157367,7467,Hispanic,"$35,000 - $49,999"
157368,7468,Hispanic,"$25,000 - $34,999"
157369,7469,White,"$35,000 - $49,999"
157370,7470,Native American,"$35,000 - $49,999"
157371,7471,Hispanic,"$25,000 - $34,999"
157372,7472,Black,"$50,000 - $74,999"
157373,7473,Pacific Islander,"$50,000 - $74,999"
157374,7474,Native American,"Less than $15,000"
157375,7475,Hispanic,"$50,000 - $74,999"
157376,7476,Black,"Less than $15,000"
157377,7477,Other,"$50,000 - $74,999"
157378,7478,Asian,"$25,000 - $34,999"
157379,7479,Asian,"$25,000 - $34,999"
157380,7480,Pacific Islander,"Less than $15,000"
157381,7481,Native American,"$25,000 - $34,999"
157382,7482,Other,Unemployed
157383,7483,Other,"$50,000 - $74,999"
157384,7484,Asian,"$25,000 - $34,999"
157385,7485,White,"$75,000 or greater"
157386,7486,Black,"$50,000 - $74,999"
157387,7487,Pacific Islander,"$25,000 - $34,999"
157388,7488,Asian,"Less than $15,000"
157389,7489,Black,"$25,000 - $34,999"
157390,7490,Native American,"Less than $15,000"
157391,7491,Hispanic,"$35,000 - $49,999"
157392,7492,Native American,"Less than $15,000"
157393,7493,Hispanic,Unemployed
157394,7494,White,"$15,000 - $24,999"
157395,7495,Pacific Islander,"$35,000 - $49,999"
157396,7496,Native American,"$15,000 - $24,999"
157397,7497,White,"$35,000 - $49,999"
157398,7498,White,Unemployed
157399,7499,Native American,"$25,000 - $34,999"
157400,7500,Asian,"Less than $15,000"
157401,7501,Black,"$75,000 or greater"
157402,7502,White,"$25,000 - $34,999"
157403,7503,Hispanic,"Less than $15,000"
157404,7504,Asian,"$75,000 or greater"
157405,7505,Black,"$15,000 - $24,999"
157406,7506,Asian,Unemployed
157407,7507,Hispanic,"Less than $15,000"
157408,7508,Pacific Islander,Unemployed
157409,7509,White,"$25,000 - $34,999"
157410,7510,Hispanic,"$35,000 - $49,999"
157411,7511,Asian,Unemployed
157412,7512,Pacific Islander,"$35,000 - $49,999"
157413,7513,Black,"$15,000 - $24,999"
157414,7514,Other,"$15,000 - $24,999"
157415,7515,Native American,"$35,000 - $49,999"
157416,7516,Black,"$25,000 - $34,999"
157417,7517,White,"$50,000 - $74,999"
157418,7518,Pacific Islander,"$15,000 - $24,999"
157419,7519,White,Unemployed
157420,7520,Pacific Islander,"$35,000 - $49,999"
157421,7521,Native American,"$35,000 - $49,999"
157422,7522,Asian,"Less than $15,000"
157423,7523,Other,"$35,000 - $49,999"
157424,7524,Black,"$75,000 or greater"
157425,7525,Black,"$35,000 - $49,999"
157426,7526,Asian,"$25,000 - $34,999"
157427,7527,Pacific Islander,"$15,000 - $24,999"
157428,7528,Black,"$35,000 - $49,999"
157429,7529,Native American,"Less than $15,000"
157430,7530,Native American,"$75,000 or greater"
157431,7531,Pacific Islander,"$15,000 - $24,999"
157432,7532,Black,"$75,000 or greater"
157433,7533,Black,Unemployed
157434,7534,Pacific Islander,"$25,000 - $34,999"
157435,7535,Hispanic,"$75,000 or greater"
157436,7536,Native American,Unemployed
157437,7537,Other,"Less than $15,000"
157438,7538,Hispanic,"Less than $15,000"
157439,7539,Native American,"$35,000 - $49,999"
157440,7540,Other,"Less than $15,000"
157441,7541,Pacific Islander,"$25,000 - $34,999"
157442,7542,Hispanic,"$15,000 - $24,999"
157443,7543,Black,"$25,000 - $34,999"
157444,7544,Other,Unemployed
157445,7545,Native American,"Less than $15,000"
157446,7546,Native American,"$35,000 - $49,999"
157447,7547,Native American,"$35,000 - $49,999"
157448,7548,Asian,"$35,000 - $49,999"
157449,7549,Other,"$50,000 - $74,999"
157450,7550,Native American,"Less than $15,000"
157451,7551,Other,"$15,000 - $24,999"
157452,7552,Other,Unemployed
157453,7553,White,"$25,000 - $34,999"
157454,7554,Native American,"Less than $15,000"
157455,7555,Black,"$50,000 - $74,999"
157456,7556,Native American,"$15,000 - $24,999"
157457,7557,Native American,"Less than $15,000"
157458,7558,Other,"$35,000 - $49,999"
157459,7559,Other,"$25,000 - $34,999"
157460,7560,Native American,Unemployed
157461,7561,Pacific Islander,"$35,000 - $49,999"
157462,7562,Asian,"$75,000 or greater"
157463,7563,Pacific Islander,"Less than $15,000"
157464,7564,White,"$15,000 - $24,999"
157465,7565,Pacific Islander,"$15,000 - $24,999"
157466,7566,Asian,"$15,000 - $24,999"
157467,7567,Pacific Islander,"$75,000 or greater"
157468,7568,Asian,"$35,000 - $49,999"
157469,7569,Hispanic,"$75,000 or greater"
157470,7570,Native American,Unemployed
157471,7571,Other,"$15,000 - $24,999"
157472,7572,Native American,"$25,000 - $34,999"
157473,7573,Native American,Unemployed
157474,7574,Black,"Less than $15,000"
157475,7575,Native American,Unemployed
157476,7576,White,Unemployed
157477,7577,Hispanic,"$75,000 or greater"
157478,7578,Black,"$50,000 - $74,999"
157479,7579,Pacific Islander,Unemployed
157480,7580,Hispanic,"$50,000 - $74,999"
157481,7581,Asian,"$50,000 - $74,999"
157482,7582,Hispanic,"$15,000 - $24,999"
157483,7583,Native American,"$15,000 - $24,999"
157484,7584,White,"$35,000 - $49,999"
157485,7585,Other,"Less than $15,000"
157486,7586,Pacific Islander,Unemployed
157487,7587,Hispanic,"$15,000 - $24,999"
157488,7588,Asian,Unemployed
157489,7589,Native American,"$15,000 - $24,999"
157490,7590,Native American,"Less than $15,000"
157491,7591,White,"$15,000 - $24,999"
157492,7592,Asian,"$35,000 - $49,999"
157493,7593,Black,"$25,000 - $34,999"
157494,7594,Native American,"$35,000 - $49,999"
157495,7595,Other,"$25,000 - $34,999"
157496,7596,Hispanic,"$50,000 - $74,999"
157497,7597,Hispanic,"Less than $15,000"
157498,7598,Pacific Islander,"Less than $15,000"
157499,7599,Native American,"$75,000 or greater"
157500,7600,Black,Unemployed
157501,7601,Native American,"$35,000 - $49,999"
157502,7602,Native American,"$35,000 - $49,999"
157503,7603,Pacific Islander,"Less than $15,000"
157504,7604,Asian,Unemployed
157505,7605,Asian,"$35,000 - $49,999"
157506,7606,Asian,"$15,000 - $24,999"
157507,7607,Asian,Unemployed
157508,7608,Pacific Islander,"$25,000 - $34,999"
157509,7609,Other,"$75,000 or greater"
157510,7610,Black,"$15,000 - $24,999"
157511,7611,Black,"$25,000 - $34,999"
157512,7612,White,"$15,000 - $24,999"
157513,7613,White,"Less than $15,000"
157514,7614,Asian,"$50,000 - $74,999"
157515,7615,Native American,"$35,000 - $49,999"
157516,7616,Hispanic,"Less than $15,000"
157517,7617,Pacific Islander,"Less than $15,000"
157518,7618,Other,"$35,000 - $49,999"
157519,7619,Other,"$50,000 - $74,999"
157520,7620,Pacific Islander,"Less than $15,000"
157521,7621,Asian,"$75,000 or greater"
157522,7622,White,"Less than $15,000"
157523,7623,Native American,"$25,000 - $34,999"
157524,7624,Other,"Less than $15,000"
157525,7625,Native American,Unemployed
157526,7626,Other,"$25,000 - $34,999"
157527,7627,Hispanic,"$15,000 - $24,999"
157528,7628,White,"$25,000 - $34,999"
157529,7629,Other,"$25,000 - $34,999"
157530,7630,Hispanic,"$15,000 - $24,999"
157531,7631,Native American,"Less than $15,000"
157532,7632,Native American,"$50,000 - $74,999"
157533,7633,White,"Less than $15,000"
157534,7634,White,"$75,000 or greater"
157535,7635,White,Unemployed
157536,7636,Pacific Islander,"$75,000 or greater"
157537,7637,White,"$75,000 or greater"
157538,7638,Asian,"Less than $15,000"
157539,7639,Black,"Less than $15,000"
157540,7640,Black,"$35,000 - $49,999"
157541,7641,Other,"$15,000 - $24,999"
157542,7642,Pacific Islander,Unemployed
157543,7643,White,Unemployed
157544,7644,Hispanic,"$75,000 or greater"
157545,7645,White,"$15,000 - $24,999"
157546,7646,White,"$25,000 - $34,999"
157547,7647,Other,"$35,000 - $49,999"
157548,7648,Hispanic,Unemployed
157549,7649,Other,"Less than $15,000"
157550,7650,Black,"$50,000 - $74,999"
157551,7651,Native American,Unemployed
157552,7652,Native American,"Less than $15,000"
157553,7653,Black,"$25,000 - $34,999"
157554,7654,White,"$15,000 - $24,999"
157555,7655,Native American,Unemployed
157556,7656,White,"$35,000 - $49,999"
157557,7657,White,"Less than $15,000"
157558,7658,Native American,"$35,000 - $49,999"
157559,7659,Pacific Islander,"$15,000 - $24,999"
157560,7660,Pacific Islander,Unemployed
157561,7661,Black,"$50,000 - $74,999"
157562,7662,Pacific Islander,"$50,000 - $74,999"
157563,7663,Other,"$15,000 - $24,999"
157564,7664,White,Unemployed
157565,7665,Asian,"$25,000 - $34,999"
157566,7666,Black,"$35,000 - $49,999"
157567,7667,Hispanic,"$25,000 - $34,999"
157568,7668,Black,"$25,000 - $34,999"
157569,7669,Native American,"$75,000 or greater"
157570,7670,Native American,"$50,000 - $74,999"
157571,7671,White,"$75,000 or greater"
157572,7672,Native American,Unemployed
157573,7673,Asian,"Less than $15,000"
157574,7674,Hispanic,"$25,000 - $34,999"
157575,7675,Pacific Islander,"$75,000 or greater"
157576,7676,Other,Unemployed
157577,7677,Pacific Islander,"Less than $15,000"
157578,7678,Other,"$75,000 or greater"
157579,7679,White,"$50,000 - $74,999"
157580,7680,Native American,"$75,000 or greater"
157581,7681,Black,"$25,000 - $34,999"
157582,7682,Pacific Islander,"$75,000 or greater"
157583,7683,Native American,"Less than $15,000"
157584,7684,Asian,"$15,000 - $24,999"
157585,7685,Other,"$25,000 - $34,999"
157586,7686,Pacific Islander,Unemployed
157587,7687,White,"$75,000 or greater"
157588,7688,Other,"$75,000 or greater"
157589,7689,Black,"Less than $15,000"
157590,7690,Other,Unemployed
157591,7691,Black,"Less than $15,000"
157592,7692,Pacific Islander,"$50,000 - $74,999"
157593,7693,Pacific Islander,"$25,000 - $34,999"
157594,7694,Black,"$35,000 - $49,999"
157595,7695,Black,"$75,000 or greater"
157596,7696,Asian,"$15,000 - $24,999"
157597,7697,Hispanic,"$35,000 - $49,999"
157598,7698,Other,"$35,000 - $49,999"
157599,7699,Hispanic,"Less than $15,000"
157600,7700,Other,"$15,000 - $24,999"
157601,7701,Asian,Unemployed
157602,7702,Hispanic,"$15,000 - $24,999"
157603,7703,Native American,"$25,000 - $34,999"
157604,7704,Hispanic,"$75,000 or greater"
157605,7705,Hispanic,"$35,000 - $49,999"
157606,7706,Other,Unemployed
157607,7707,Hispanic,"$35,000 - $49,999"
157608,7708,Other,"$25,000 - $34,999"
157609,7709,Black,"$15,000 - $24,999"
157610,7710,Asian,"$15,000 - $24,999"
157611,7711,White,"$75,000 or greater"
157612,7712,Other,"$15,000 - $24,999"
157613,7713,Asian,"$25,000 - $34,999"
157614,7714,White,"Less than $15,000"
157615,7715,Asian,"$35,000 - $49,999"
157616,7716,Asian,"$75,000 or greater"
157617,7717,Native American,"$15,000 - $24,999"
157618,7718,Pacific Islander,"$25,000 - $34,999"
157619,7719,White,"$25,000 - $34,999"
157620,7720,White,"Less than $15,000"
157621,7721,Pacific Islander,"$50,000 - $74,999"
157622,7722,Pacific Islander,"$75,000 or greater"
157623,7723,Hispanic,"$35,000 - $49,999"
157624,7724,Asian,"$75,000 or greater"
157625,7725,Asian,Unemployed
157626,7726,Black,Unemployed
157627,7727,Other,"$35,000 - $49,999"
157628,7728,Hispanic,"$75,000 or greater"
157629,7729,Black,Unemployed
157630,7730,Black,"$35,000 - $49,999"
157631,7731,Asian,"$50,000 - $74,999"
157632,7732,Hispanic,"$75,000 or greater"
157633,7733,Native American,"$50,000 - $74,999"
157634,7734,Other,"$50,000 - $74,999"
157635,7735,Pacific Islander,Unemployed
157636,7736,Other,"$15,000 - $24,999"
157637,7737,Hispanic,"$25,000 - $34,999"
157638,7738,White,Unemployed
157639,7739,White,"$15,000 - $24,999"
157640,7740,Pacific Islander,"$35,000 - $49,999"
157641,7741,Pacific Islander,"$50,000 - $74,999"
157642,7742,White,"$25,000 - $34,999"
157643,7743,Hispanic,"$35,000 - $49,999"
157644,7744,Black,"$25,000 - $34,999"
157645,7745,White,Unemployed
157646,7746,Hispanic,"$35,000 - $49,999"
157647,7747,Pacific Islander,"$75,000 or greater"
157648,7748,Hispanic,Unemployed
157649,7749,Pacific Islander,"Less than $15,000"
157650,7750,Hispanic,"Less than $15,000"
157651,7751,Other,Unemployed
157652,7752,Pacific Islander,"$15,000 - $24,999"
157653,7753,Hispanic,"$50,000 - $74,999"
157654,7754,Black,"$50,000 - $74,999"
157655,7755,Pacific Islander,"$75,000 or greater"
157656,7756,Other,"$50,000 - $74,999"
157657,7757,Black,"$25,000 - $34,999"
157658,7758,White,"$15,000 - $24,999"
157659,7759,Other,"$25,000 - $34,999"
157660,7760,Black,"Less than $15,000"
157661,7761,Pacific Islander,"$15,000 - $24,999"
157662,7762,Asian,"$15,000 - $24,999"
157663,7763,Black,"Less than $15,000"
157664,7764,Asian,"Less than $15,000"
157665,7765,Hispanic,"$50,000 - $74,999"
157666,7766,Black,"Less than $15,000"
157667,7767,Other,"Less than $15,000"
157668,7768,White,"Less than $15,000"
157669,7769,Native American,Unemployed
157670,7770,Asian,"$50,000 - $74,999"
157671,7771,Hispanic,"$50,000 - $74,999"
157672,7772,Other,"$35,000 - $49,999"
157673,7773,Hispanic,Unemployed
157674,7774,White,"$75,000 or greater"
157675,7775,Other,"$15,000 - $24,999"
157676,7776,Black,"$75,000 or greater"
157677,7777,Asian,"$25,000 - $34,999"
157678,7778,Other,"Less than $15,000"
157679,7779,Native American,"Less than $15,000"
157680,7780,Hispanic,Unemployed
157681,7781,Native American,"Less than $15,000"
157682,7782,Hispanic,"Less than $15,000"
157683,7783,Asian,Unemployed
157684,7784,Black,"$25,000 - $34,999"
157685,7785,Asian,Unemployed
157686,7786,White,"$35,000 - $49,999"
157687,7787,Black,Unemployed
157688,7788,White,"$15,000 - $24,999"
157689,7789,Asian,"Less than $15,000"
157690,7790,Other,"$50,000 - $74,999"
157691,7791,Pacific Islander,"$50,000 - $74,999"
157692,7792,Hispanic,"Less than $15,000"
157693,7793,Native American,"$50,000 - $74,999"
157694,7794,Pacific Islander,"$35,000 - $49,999"
157695,7795,Pacific Islander,"$15,000 - $24,999"
157696,7796,Hispanic,"$75,000 or greater"
157697,7797,White,"Less than $15,000"
157698,7798,Pacific Islander,"$15,000 - $24,999"
157699,7799,Hispanic,"$50,000 - $74,999"
157700,7800,Black,"$50,000 - $74,999"
157701,7801,Hispanic,"$25,000 - $34,999"
157702,7802,Native American,"$25,000 - $34,999"
157703,7803,Hispanic,Unemployed
157704,7804,Asian,"Less than $15,000"
157705,7805,Native American,"$25,000 - $34,999"
157706,7806,White,Unemployed
157707,7807,Asian,"$50,000 - $74,999"
157708,7808,Native American,"$15,000 - $24,999"
157709,7809,Pacific Islander,"Less than $15,000"
157710,7810,Asian,"$50,000 - $74,999"
157711,7811,Asian,"$75,000 or greater"
157712,7812,Other,"$35,000 - $49,999"
157713,7813,White,"$75,000 or greater"
157714,7814,Asian,Unemployed
157715,7815,Hispanic,"Less than $15,000"
157716,7816,Native American,"$25,000 - $34,999"
157717,7817,White,Unemployed
157718,7818,Black,"$75,000 or greater"
157719,7819,Black,"$50,000 - $74,999"
157720,7820,Other,"$50,000 - $74,999"
157721,7821,Black,Unemployed
157722,7822,Native American,"$50,000 - $74,999"
157723,7823,White,"$50,000 - $74,999"
157724,7824,Native American,"$25,000 - $34,999"
157725,7825,Black,"$15,000 - $24,999"
157726,7826,Black,"$50,000 - $74,999"
157727,7827,White,"Less than $15,000"
157728,7828,Hispanic,"$35,000 - $49,999"
157729,7829,White,"$75,000 or greater"
157730,7830,Native American,"$25,000 - $34,999"
157731,7831,Other,"$35,000 - $49,999"
157732,7832,Native American,"$75,000 or greater"
157733,7833,White,"$15,000 - $24,999"
157734,7834,Pacific Islander,"$15,000 - $24,999"
157735,7835,Native American,"$25,000 - $34,999"
157736,7836,Asian,Unemployed
157737,7837,Pacific Islander,"$75,000 or greater"
157738,7838,Asian,"$35,000 - $49,999"
157739,7839,Other,"$15,000 - $24,999"
157740,7840,Pacific Islander,"Less than $15,000"
157741,7841,Native American,Unemployed
157742,7842,Other,"$15,000 - $24,999"
